"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"He S.; Sun T.; Tang Q.; Wu C.; Lipka N.; Wigington C.; Jain R.","He, Songlin (57205445718); Sun, Tong (57219699023); Tang, Qiang (57192808992); Wu, Chase (8594551300); Lipka, Nedim (25927367600); Wigington, Curtis (57200298411); Jain, Rajiv (55449841600)","57205445718; 57219699023; 57192808992; 8594551300; 25927367600; 57200298411; 55449841600","Secure and Efficient Agreement Signing Atop Blockchain and Decentralized Identity","2022","Communications in Computer and Information Science","1679 CCIS","","","3","17","14","0","10.1007/978-981-19-8043-5_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145258099&doi=10.1007%2f978-981-19-8043-5_1&partnerID=40&md5=0e27576ce8bbda3195db0fb9a12dea2a","In recent years, we have witnessed an exorbitant growth of online interactions, especially during the pandemic of COVID-19, which requires diversified digital agreements in different application scenarios. In essence, multi-party agreement signing (MPAS) can be reckoned as a special case of the multi-party fair exchange (MPFE) for signatures over a digital agreement. However, such general MPAS protocols have not seen wide adoptions in practice, possibly due to the lack of incentives to maintain the signing platform. Practically, monetary-incentivized enterprises exist to act as a trusted third party (TTP) and provide signing services. However, such an agreement signing flow still suffers from certain limitations in terms of insecure and inefficient operations. To this end, we propose a secure and efficient framework for multi-party agreement signing based on decentralized identity, blockchain and decentralized storage network (DSN). The framework consists of two subsystems where the identity subsystem contains an extensible three-tier user identity model atop decentralized identity, and the agreement signing subsystem, empowered by the identity subsystem, DSN and several novel designs, achieves security and efficiency design goals. For the convenience of explanation, we suppose that a centralized signing service provider (SSP) is properly involved, i.e., sensitive information is still protected against the SSP, and acts as a TTP to ensure the crucial properties such as fairness and coordinate the signing activities. Our design is also compatible with other methods, e.g., ensuring fairness via blockchain, which removes the single point of failure of SSP. We prototype the framework and the performance evaluation shows effectiveness and efficiency. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Agreement signing; Blockchain; Decentralized identity; Decentralized storage networks; Self-sovereign identity","Efficiency; Network security; Agreement signing; Block-chain; Decentralised; Decentralized identity; Decentralized storage network; Self-sovereign identity; Service provider; Storage networks; Trusted third parties; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85145258099"
"Bhattacharjee P.; Prakash C.; Gairola S.; Lala S.S.; Mukherjee P.","Bhattacharjee, Pinaki (58209853500); Prakash, Chandra (58402920800); Gairola, Sakshi (58210142900); Lala, Sai Shradha (58209853600); Mukherjee, Pratyusa (57203919106)","58209853500; 58402920800; 58210142900; 58209853600; 57203919106","DigiBlock: Digital Self-sovereign Identity on Distributed Ledger based on Blockchain","2022","ASSIC 2022 - Proceedings: International Conference on Advancements in Smart, Secure and Intelligent Computing","","","","","","","0","10.1109/ASSIC55218.2022.10088367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154590117&doi=10.1109%2fASSIC55218.2022.10088367&partnerID=40&md5=3f30748506ee23f3a993a244be70ea69","With the rise of the digital era, the massive shift towards everything being digital is evident. People have a plethora of digital data points to denote them in digital world. Digital personal data points, also known as Digital Identity, contains Personally Identifiable Information (PII) which is private to every individual. Managing the cycle of private, high security data from its creation till verification is a massive undertaking. As there are instances where personal data are breached, centralized servers fail to respond, attacks compromise the entire system, it becomes difficult to rely on such systems. Blockchain is a propitious technology that is immutable, decentralized, tamper-proof, highly secure and easy to use. This paper proposes to use Blockchain and leverage its advantages to establish a self-sovereign digital identity management system, collision resistant encrypted document, which ensures the integrity of document issued. It presents DigiBlock as a powerful solution to the current scenario with a robust role based permission system leveraging Distributed Ledger Technology (DLT), which provides advantage over centralized system with its exceptional sovereignty, storage-control, cost-free, security, privacy, transparency and portability features.  © 2022 IEEE.","Authentication; Blockchain Technology; Distributed Ledger Technology; Identity Management; Security; Self-sovereign Identity","Blockchain; Data privacy; Digital storage; Distributed ledger; Electronic document identification systems; Block-chain; Blockchain technology; Datapoints; Digital datas; Digital era; Digital world; Distributed ledg technology; Identity management; Security; Self-sovereign identity; Authentication","Conference paper","Final","","Scopus","2-s2.0-85154590117"
"Bai Y.; Lei H.; Li S.; Gao H.; Li J.; Li L.","Bai, Yirui (57821271200); Lei, Hong (57220189358); Li, Suozai (57821271100); Gao, Haoyu (57222371287); Li, Jun (57216663839); Li, Leixiao (57205754335)","57821271200; 57220189358; 57821271100; 57222371287; 57216663839; 57205754335","Decentralized and Self-Sovereign Identity in the Era of Blockchain: A Survey","2022","Proceedings - 2022 IEEE International Conference on Blockchain, Blockchain 2022","","","","500","507","7","3","10.1109/Blockchain55522.2022.00077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139981564&doi=10.1109%2fBlockchain55522.2022.00077&partnerID=40&md5=24137077537c6438e86076468a63ab2c","With the emergence of concepts such as Metaverse and Web 3.0, digital identity plays a very important role as one of its infrastructures. The traditional digital identity model is no longer suitable for the requirements of the digital economy to some extent at this stage. The traditional centralized identity management system has many drawbacks. For example, the owner of the digital identity does not actually control his own identity, and there is a risk of easy disclosure and theft of identity information. Blockchain technology has the characteristics of decentralization, tamper-proof, traceability, etc., which can effectively solve the problems of centralized digital identity. After analyzing and summarizing the evolution trend of digital identity from centralization to decentralization, this paper focuses on the Self-Sovereign Identity (SSI) based on blockchain. Based on the analysis and comparison of various SSI implementation schemes, the development difficulties of blockchain digital identity are summarized and the future development direction is pointed out.  © 2022 IEEE.","blockchain; decentralization; digital identity; self-sovereign identity","Authentication; Electronic document identification systems; Block-chain; Centralised; Decentralisation; Decentralised; Digital economy; Digital identity; Identity models; Metaverses; Self-sovereign identity; Web 3.0; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85139981564"
"Bandara E.; Liang X.; Foytik P.; Shetty S.","Bandara, Eranga (57207573380); Liang, Xueping (57195358870); Foytik, Peter (55923281600); Shetty, Sachin (8970891400)","57207573380; 57195358870; 55923281600; 8970891400","Blockchain and Self-Sovereign Identity Empowered Cyber Threat Information Sharing Platform","2021","Proceedings - 2021 IEEE International Conference on Smart Computing, SMARTCOMP 2021","","","","258","263","5","4","10.1109/SMARTCOMP52413.2021.00057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117589996&doi=10.1109%2fSMARTCOMP52413.2021.00057&partnerID=40&md5=69784deabd824ba0a1c233f833cf5298","Cyber threat information (CTI) sharing involves processes of the collection, analysis and sharing of cyber threat information among multiple organizations. CTI is highly sensitive and inadvertent access can harm an organisation's reputation. Moreover, CTI sharing may also inadvertently advertise a vulnerability that may be present in the organisation's infrastructure. Therefore, preserving the privacy and anonymity of the CTI participants is critical. This paper proposes ""Siddhi"", a blockchain and Self-Sovereign Identity(SSI) enabled CTI platform that will realize traceability, anonymization and data provenance in a scalable fashion. Siddhi is equipped with SSI-enabled mobile wallet to ensure anonymous reporting of threat information and supports TAXII and STIX standards for exchanging the threat information between participants in the blockchain network. © 2021 IEEE.","Blockchain; Cloud Computing; Cyber Thread Information Sharing; Self-Sovereign Identity","Information analysis; Information dissemination; Anonymization; Block-chain; Cloud-computing; Cybe thread information sharing; Cyber threats; Information platform; Information sharing; Information sharing platforms; Multiple organizations; Self-sovereign identity; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85117589996"
"Bandara E.; Liang X.; Foytik P.; Shetty S.; Hall C.; Bowden D.; Ranasinghe N.; De Zoysa K.; Ng W.K.","Bandara, Eranga (57207573380); Liang, Xueping (57195358870); Foytik, Peter (55923281600); Shetty, Sachin (8970891400); Hall, Crissie (57222317742); Bowden, Daniel (57201737497); Ranasinghe, Nalin (24779711700); De Zoysa, Kasun (26531016000); Ng, Wee Keong (56921257600)","57207573380; 57195358870; 55923281600; 8970891400; 57222317742; 57201737497; 24779711700; 26531016000; 56921257600","Connect - Blockchain and Self-Sovereign Identity Empowered Contact Tracing Platform","2021","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","362 LNICST","","","208","223","15","3","10.1007/978-3-030-70569-5_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104404423&doi=10.1007%2f978-3-030-70569-5_13&partnerID=40&md5=dc2da0f7a720b8fe9e6b3645a0a6b43d","The COVID-19 pandemic in 2020 has resulted in increased fatality rates across the world and has stretched the resources in healthcare facilities. There have been several proposed efforts to contain the spread of the virus among humans. Some of these efforts involve appropriate social distancing in public places, monitoring and tracking temperature at the point of access, etc. In order for us to get back to the “new normal"", there is a need for automated and efficient human contact tracing that would be non-intrusive and effective in containing the spread of the virus. In this paper, we have developed “Connect"", a Blockchain and Self-Sovereign Identity (SSI) based digital contact tracing platform. “Connect"" will provide an automated mechanism to notify people in their immediate proximity of an occurrence of a positive case and would reduce the rate at which the infection could spread. The platform’s self-sovereign identity capability will ensure no attribution to a user and the user will be empowered to share information. The ability to notify in a privacy-preserving fashion would provide businesses to put in place dynamic and localized data-driven mitigation response. “Connect’s"" SSI based identity wallet platform encodes user’s digital identities and activity trace data on a permissioned blockchain platform and verified using SSI proofs. The user activities will provide information, such as places travelled, travel and dispatch updates from the airport etc. The activity trace records can be leveraged to identify suspected patients and notify the local community in real-time. Simulation results demonstrate transaction scalability and demonstrate the effectiveness of “Connect"" in realizing data immutability and traceability. © 2021, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.","Big data; Blockchain; Contract tracing; COVID-19; E-Health","Behavioral research; Blockchain; Health care; Privacy by design; Viruses; Activity traces; Contact tracing; Digital identity; Fatality rates; Healthcare facility; Local community; Monitoring and tracking; Privacy preserving; Mobile telecommunication systems","Conference paper","Final","","Scopus","2-s2.0-85104404423"
"Li J.; He Q.; Liang R.; Jiang B.","Li, Jianing (57386500800); He, Qian (36172266900); Liang, Rengang (57220188934); Jiang, Bingcheng (57214684464)","57386500800; 36172266900; 57220188934; 57214684464","Smart Tourism Identity Authentication Service Based on BlockChain and Decentralized Identifier","2021","Communications in Computer and Information Science","1490 CCIS","","","545","558","13","4","10.1007/978-981-16-7993-3_42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121771845&doi=10.1007%2f978-981-16-7993-3_42&partnerID=40&md5=37b6659cb892468b9cd934b4351ffd59","Smart tourism has carried the hope of the tourism industry from the very beginning, and has provided new solutions for the improvement of efficiency, humanization of services and scientific management. However, as the continuous development of smart tourism industry, various types of dishonest even illegal behavior have gradually emerged. Due to the absence of an effective identity authentication mechanism for the travel services provider, there are illegal travel agencies, unqualified part-time tour guides, etc., thereby harming the rights and interests of tourist. Considering the above problems, this paper proposes a smart tourism identity authentication service based on blockchain and Decentralized Identifier (DID). The service requester can verify the attributes of the DID, and then check the certificate. By exploiting the collaborative management of on-chain and off-chain data, the entire process of smart tourism service identity authentication is safe, reliable and traceable. In order to alleviate the storage pressure of blockchain, the InterPlanetary File System (IPFS) is introduced to store DID document and Verifiable Credential certificate. The simulation experiments demonstrated that the proposed identity authentication system is both available and effective. The purpose of this paper is to help customers improve their identification ability, and promote the comprehensive and sustainable development of smart tourism. © 2021, Springer Nature Singapore Pte Ltd.","Blockchain; DID; Identity authentication; IPFS; Smart tourism","Authentication; Crime; Digital storage; Authentication services; Block-chain; Decentralised; Decentralized identifier; Filesystem; Identity authentication; Interplanetary file system; Service-based; Smart tourism; Tourism industry; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85121771845"
"Ferdous M.S.; Chowdhury F.; Alassafi M.O.","Ferdous, Md Sadek (22034567100); Chowdhury, Farida (55490091600); Alassafi, Madini O. (57191962760)","22034567100; 55490091600; 57191962760","In Search of Self-Sovereign Identity Leveraging Blockchain Technology","2019","IEEE Access","7","","8776589","103059","103079","20","112","10.1109/ACCESS.2019.2931173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078548959&doi=10.1109%2fACCESS.2019.2931173&partnerID=40&md5=855d722d3da0ed563f72cb4c564323ef","In recent times, with the advent of blockchain technology, there is an optimism surrounding the concept of self-sovereign identity which is regarded to have an influential effect on how we interact with each other over the Internet in future. There are a few works in the literature which examine different aspects of self-sovereign identity. Unfortunately, the existing works are not methodological and comprehensive at all. Moreover, there exist different notions of what the term self-sovereign identity means. To exploit its full potential, it is essential to ensure a common understanding in a formal way. This paper aims to achieve this goal by providing the first-ever formal and rigorous treatment of the concept of self-sovereign identity using a mathematical model. This paper examines the properties that a self-sovereign identity should have and explores the impact of self-sovereign identity over the laws of identity. It also highlights the essential life-cycles of an identity management system and inter-relates how the notion of self-sovereign identity can be applied in these life-cycles. In addition, the paper illustrates several envisioned flows involving a self-sovereign identity leveraging blockchain technology covering different aspects of an identity management system. All in all, this paper presents the first formal and comprehensive step toward an academic investigation of self-sovereign identity. © 2013 IEEE.","blockchain; Identity; identity management system; self-sovereign identity","Authentication; Life cycle; Identity management systems; Influential effects; Blockchain","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85078548959"
"Chen Y.; Liu C.; Wang Y.; Wang Y.","Chen, Ya (57224516366); Liu, Chao (56938528500); Wang, Yu (58611168300); Wang, Yazhe (56286445400)","57224516366; 56938528500; 58611168300; 56286445400","A Self-Sovereign Decentralized Identity Platform Based on Blockchain","2021","Proceedings - IEEE Symposium on Computers and Communications","2021-September","","","","","","4","10.1109/ISCC53001.2021.9631518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123203904&doi=10.1109%2fISCC53001.2021.9631518&partnerID=40&md5=04ab084e841ad0a0ddd702465b3aa51e","Traditional accounts and passwords mechanism usually needs to register multiple accounts for adopting different scenarios, which makes it difficult to manage passwords and handle privacy leakage issues. On the other hand, users have no real control over their identities under centralized trusted authorities or insecure third-party operators. In this paper, we propose a self-sovereign decentralized identity platform called SSIChain. SSIChain uses distributed infrastructure blockchain to replace authorities and third-party operators. In the proposed platform, the DID and a credential represent an user's digital identity. We define DID chaincode and credential protocol to cover the full lifecycle of a user's digital identity. We build a complete consortium blockchain and application environment, and implement a prototype as an App for Android-based phones. Moreover, we detect that SSIChain only takes at most 2.1 seconds for authentication with high TPS, which can meet users' demands for identity management well.  © 2021 IEEE.","blockchain; credential; DID; self-sovereign identity","Authentication; Electronic document identification systems; Life cycle; Block-chain; Centralised; Credential; Decentralised; DID; Digital identity; Privacy leakages; Self-sovereign identity; Third parties; Trusted authorities; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85123203904"
"Bandara E.; Liang X.; Foytik P.; Shetty S.; Ranasinghe N.; De Zoysa K.; Ng W.K.","Bandara, Eranga (57207573380); Liang, Xueping (57195358870); Foytik, Peter (55923281600); Shetty, Sachin (8970891400); Ranasinghe, Nalin (24779711700); De Zoysa, Kasun (26531016000); Ng, Wee Keong (56921257600)","57207573380; 57195358870; 55923281600; 8970891400; 24779711700; 26531016000; 56921257600","Promize - Blockchain and Self Sovereign Identity Empowered Mobile ATM Platform","2021","Lecture Notes in Networks and Systems","284","","","891","911","20","2","10.1007/978-3-030-80126-7_63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112688929&doi=10.1007%2f978-3-030-80126-7_63&partnerID=40&md5=2273ddb839be0c2cb100ba10a8cd7a2b","Banks provide interactive money withdrawal/payment facilities, such as ATM, debit and credit card systems. With these systems, customers could withdraw money and make payments without visiting a bank. However, traditional ATM, debit and credit card systems inherit several weaknesses such as limited ATM facilities in rural areas, the high initial cost of ATM deployment, potential security issues in ATM systems, high inter-bank transaction fees etc. Through this research, we propose a blockchain-based peer-to-peer money transfer system “Promize” to address these limitations. The Promize platform provides a blockchain-based, low cost, peer-to-peer money transfer system as an alternative for traditional ATM system and debit/credit card system. Promize provides a self-sovereign identity empowered mobile wallet for its end users. With this, users can withdraw money from registered banking authorities (e.g. shops, outlets etc.) or their friends without going to an ATM. Any user in the Promize platform can act as an ATM, which is introduced as a mobile ATM. The Promize platform provides blockchain-based low-cost inter-bank transaction processing, thereby reducing the high inter-bank transaction fee. The Promize platform guarantees data privacy, confidentiality, non-repudiation, integrity, authenticity and availability when conducting electronic transactions using the blockchain. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Blockchain; Cloud computing; Electronic payments; Self-sovereign identity; Smart contract","","Conference paper","Final","","Scopus","2-s2.0-85112688929"
"Maldonado-Ruiz D.; Torres J.; El Madhoun N.","Maldonado-Ruiz, Daniel (57215272789); Torres, Jenny (12240687000); El Madhoun, Nour (56764394800)","57215272789; 12240687000; 56764394800","3BI-ECC: A Decentralized Identity Framework Based on Blockchain Technology and Elliptic Curve Cryptography","2020","2020 2nd Conference on Blockchain Research and Applications for Innovative Networks and Services, BRAINS 2020","","","9223300","45","46","1","9","10.1109/BRAINS49436.2020.9223300","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095603273&doi=10.1109%2fBRAINS49436.2020.9223300&partnerID=40&md5=53b26fff2fec4ce60da89f156fb2d73f","Most of the authentication protocols assume the existence of a Trusted Third Party (TTP) in the form of a Certificate Authority or as an authentication server. The main objective of this research is to present an autonomous solution where users could store their credentials, without depending on TTPs. For this, the use of an autonomous network is imperative, where users could use their uniqueness in order to identify themselves. We propose the framework 'Three Blockchains Identity Management with Elliptic Curve Cryptography (3BI-ECC)'. Our proposed framework is a decentralize identity management system where users' identities are self-generated. © 2020 IEEE.","blockchain; cybersecurity; elliptic curves cryptography; self-generated certificates; self-generated identity","Authentication; Geometry; Public key cryptography; Authentication protocols; Authentication servers; Autonomous networks; Certificate authority; Elliptic curve cryptography; Identity management; Identity management systems; Trusted third parties; Blockchain","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85095603273"
"De Salve A.; Di Francesco Maesa D.; Federico F.; Mori P.; Ricci L.","De Salve, Andrea (57193351024); Di Francesco Maesa, Damiano (57193156981); Federico, Fabio (58613615300); Mori, Paolo (15127782100); Ricci, Laura (7007055633)","57193351024; 57193156981; 58613615300; 15127782100; 7007055633","AlgoID: A Blockchain Reliant Self-Sovereign Identity Framework on Algorand","2023","Proceedings - IEEE Symposium on Computers and Communications","2023-July","","","1162","1168","6","0","10.1109/ISCC58397.2023.10218198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171979238&doi=10.1109%2fISCC58397.2023.10218198&partnerID=40&md5=366cfa125b46ab74502a9b102f02b987","The Self-Sovereign Identity (SSI) is a novel paradigm aimed at giving back users sovereignty over their digital identities. Adopting the SSI approach prevents users to have a distinct identity for each service they use, instead, use a unique decentralised identity for all the services they need to access. However, to really benefit from the SSI advantages, an actual decentralised implementation is needed to fit the specific requirements and limits of decentralised architectures, such as blockchain. To this aim, this paper proposes Algorand Identity (AlgoID), a new SSI framework for the Algorand blockchain which differs from the already existing one, because it is fully blockchain based, i.e., it exploits Algorand itself for the storage of the data identity and as the registry location. The proposed framework has been completely implemented and validated through experiments, showing that the time required to execute the framework operations is acceptably low in realistic use cases. © 2023 IEEE.","Algorand; Blockchain; Digital Identity; Self Sovereign Identity; Smart Contract","Blockchain; Digital storage; Electronic document identification systems; Algorand; Block-chain; Decentralised; Decentralized architecture; Digital identity; Self sovereign identity; Smart contract","Conference paper","Final","","Scopus","2-s2.0-85171979238"
"Dixit A.; Smith-Creasey M.; Rajarajan M.","Dixit, Akanksha (57220857750); Smith-Creasey, Max (57194208485); Rajarajan, Muttukrishnan (7003797040)","57220857750; 57194208485; 7003797040","A Decentralized IIoT Identity Framework based on Self-Sovereign Identity using Blockchain","2022","Proceedings - Conference on Local Computer Networks, LCN","","","","335","338","3","1","10.1109/LCN53696.2022.9843700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143152871&doi=10.1109%2fLCN53696.2022.9843700&partnerID=40&md5=bcf5c6e9f775612e0cec6578204478c4","The fundamental requirement for interaction between digital entities is a secure and privacy-preserving digital identity infrastructure. Traditional approaches rely heavily on centralized architectural components such as Certificate Authorities (CAs) and credential storage databases that have drawbacks like a single point of failure, attack prone honeypot databases and poor scalability. Self-Sovereign Identity (SSI) is a novel decentralized digital identity model that uses Decentralized Identifiers (DIDs) and Verifiable Credentials (VCs). In this work, we propose a novel decentralized identity framework for Industrial Internet-of-Things (IIoT) based on SSI model. The proposed framework is implemented on two blockchain platforms namely Ethereum and Hyperledger Indy to study the underlying overheads. © 2022 IEEE.","Blockchain; Industry 4.0; Internet of Things; Self-Sovereign Identity","Distributed ledger; Industry 4.0; Internet of things; Network security; Privacy-preserving techniques; Architectural components; Block-chain; Centralised; Decentralised; Digital entities; Digital identity; Identity models; Privacy preserving; Self-sovereign identity; Traditional approaches; Blockchain","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85143152871"
"Zeydan E.; Mangues J.; Arslan S.S.; Turk Y.","Zeydan, Engin (24315322700); Mangues, Josep (15923494300); Arslan, Suayb S. (35955672100); Turk, Yekta (57202971839)","24315322700; 15923494300; 35955672100; 57202971839","Blockchain-based Self-Sovereign Identity for Routing in Inter-Domain Networks","2023","IEEE Communications Magazine","","","","1","7","6","0","10.1109/MCOM.004.2300244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168729844&doi=10.1109%2fMCOM.004.2300244&partnerID=40&md5=2332245be5fb402bf6d54856d5a7da10","Self-Sovereign Identity (SSI) has emerged lately as an identity and access management framework typically implemented based on Distributed Ledger Technology (DLT) and allows device owners to administer and control their own data. In this paper, a blockchain (BCN)-based SSI system has been developed as a new identity plane to enable routing device owners in Autonomous Systems (ASs) to have greater control over inter-domain networks (IDNs), potentially across multiple paths that comply with routing device-defined preferences. The proposed system provides identity management, authentication and transparent information about routers, attested by ASs, while maintaining the privacy of sensitive network details. Device-level information and preferences are protected by BCN-based SSI. We used a GNS3 network emulation test bed and Hyperledger Indy distributed identity management system to test the proposed solution's AS convergence time and credential operation time respectively. Experiment results demonstrated that when the proposed routing system was used in combination with the BCNbased SSI credential management platform, the convergence time for the Inter-AS and Intra-AS systems became longer as the number of routers increased, whereas the credential operations had shorter processing times. IEEE","","","Article","Article in press","","Scopus","2-s2.0-85168729844"
"Sampath S.; Sanjay M.; Ahmed N.; Bhagavath A.; Nanjesh B.R.","Sampath, S. (57197670310); Sanjay, M. (58142033600); Ahmed, Numan (58142033700); Bhagavath, Adi (58141891900); Nanjesh, B.R. (55811567100)","57197670310; 58142033600; 58142033700; 58141891900; 55811567100","Decentralized Digital Identity Wallet using Principles of Self-Sovereign Identity Applied to Blockchain","2022","7th IEEE International Conference on Recent Advances and Innovations in Engineering, ICRAIE 2022 - Proceedings","","","","337","341","4","0","10.1109/ICRAIE56454.2022.10054286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150048805&doi=10.1109%2fICRAIE56454.2022.10054286&partnerID=40&md5=cf049a9d7891d9158c507629b1acb966","Human dignity demands that personal information be hidden. Currently, due to the dominance of large internet companies/cloud service providers, the control over the identity is not with the identity holder, leading to privacy concerns. The need for decentralization of identity is because it gives back control of identity credentials to identity holders and allows them to control when, how, and with whom to share their credentials. Self-sovereign Identity is an arising concept, which provides a way for digital identification. It enables the entities to control their identity and data flow in the digital world while enhancing privacy and security. Major privacy concerns are because of the numerous attacks and data breaches that can happen when sensitive information like identity credentials is stored on a centralized system used by the existing systems. Therefore, we propose a blockchain based self-sovereign identity platform where the user's mobile wallet application. The proof of the Identity credentials are kept in a decentralised storage system based on the blockchain. This platform provides a Zero-Knowledge Proof (ZKP) mechanism to verify the information.  © 2022 IEEE.","","Digital storage; Electronic document identification systems; Sensitive data; Back control; Block-chain; Cloud service providers; Dataflow; Decentralisation; Decentralised; Digital identification; Digital identity; Personal information; Privacy concerns; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85150048805"
"Kirupanithi D.N.; Antonidoss A.","Kirupanithi, D. Nancy (57224438951); Antonidoss, A. (55027419000)","57224438951; 55027419000","Self-sovereign identity creation on blockchain using identity based encryption","2021","Proceedings - 5th International Conference on Intelligent Computing and Control Systems, ICICCS 2021","","","9432099","299","304","5","2","10.1109/ICICCS51141.2021.9432099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107524838&doi=10.1109%2fICICCS51141.2021.9432099&partnerID=40&md5=a0f91555e190dc7dd61c131133f4922a","The blockchain technology evolution in recent times has a hopefulness regarding the impression of self-sovereign identity that has a significant effect on the method of interacting with each other with security over the network. The existing system is not complete and procedural. There arises a different idea of self-sovereign identity methodology. To develop to the possibility, it is necessary to guarantee a better understanding in a proper way. This paper has an in-depth analysis of the attributes of the self-sovereign identity and it affects over the laws of identity that are being explored. The Identity management system(IMS) with no centralized authority is proposed in maintaining the secrecy of records, where as traditional systems are replaced by blockchains and identities are generated cryptographically. This study enables sharing of user data on permissioned blockchain which uses identity-based encryption to maintain access control and data security.  © 2021 IEEE.","Blockchain; Decentralized; Identity-based encryption; User-centric","Authentication; Blockchain; Control systems; Data Sharing; Intelligent computing; Existing systems; Identity Based Encryption; Identity management systems; In-depth analysis; Technology evolution; Traditional systems; User data; Cryptography","Conference paper","Final","","Scopus","2-s2.0-85107524838"
"Xiong R.; Ren W.; Hao X.; He J.; Choo K.R.","Xiong, Ruoting (57219757221); Ren, Wei (57202108783); Hao, Xiaohan (57205704726); He, Jie (58535033900); Choo, Kim-Kwang Raymond (57208540261)","57219757221; 57202108783; 57205704726; 58535033900; 57208540261","BDIM: A Blockchain-Based Decentralized Identity Management Scheme for Large Scale Internet of Things","2023","IEEE Internet of Things Journal","","","","1","1","0","0","10.1109/JIOT.2023.3303922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167818222&doi=10.1109%2fJIOT.2023.3303922&partnerID=40&md5=4eddd6d9001992c569aedcc491ca25af","In large-scale Internet of Things, centralized authentication imposes several critical challenges in terms of vast identity management, authentication overhead, and single point of failure. Distributed identity management has been envisioned as a promising approach for mitigating above all, but the security and performance of the overall solution have not been extensively evaluated. In this paper, we proposed a decentralized identity management scheme based on blockchain for tackling large-scale Internet of Things such as VANET. We implement smart contracts to support large-scale user access control, together with design trust management methods for reputation evaluation and credit penalty mechanisms, which can prevent various types of attacks in distributed identification contexts. The experiment results and analysis justified that our scheme is scalable with good performance. Specifically, the system response is on a millisecond scale and all the functions consume within 250ms. Also, the time consumption of the query maintains a manageable delay within 0.5ms no matter the remarkable growth of users. Finally, we observe that the throughput of the current blockchain platform could meet the requirement of our scheme with the increasing number of users&#x2019; upload request in real-world simulation. IEEE","Authentication; Blockchain; Blockchains; Delays; Distributed Identification; Internet of Things; loT; Smart contracts; Standards; Vehicular ad hoc networks; Verifiable Credential","Authentication; Blockchain; Internet of things; Simulation platform; Vehicular ad hoc networks; Block-chain; Decentralised; Delay; Distributed identification; Identity management; Large scale Internet; Lot; Vehicular Adhoc Networks (VANETs); Verifiable credential; Smart contract","Article","Article in press","","Scopus","2-s2.0-85167818222"
