Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author full names,Author(s) ID,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID,Item type,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Series
,Zhao G.; Di B.; He H.,A novel decentralized cross-domain identity authentication protocol based on blockchain,2022.0,Scopus,,,,,,,10.1002/ett.4377,,,33,1,,,,,,,,"In the context of cloud computing, the interaction between clients in different application domains becomes more frequent, which makes cross-domain identity authentication safely and efficiently become an important research topic. Public key infrastructure (PKI) is a technology to solve cross-domain authentication. However, there are problems such as difficulty in mutual trust between multiple certificate authority nodes (CA), failure of single point, and low efficiency in the traditional PKI method. Blockchain is a promising technology for decentralized trust management by providing consistent data storage, which gives impetus to the further development of cross-domain identity authentication. Thus, this article apply blockchain to cross-domain identity authentication. To solve the defects of the traditional PKI method, the design requirements are analyzed firstly, based on the analysis result, we proposed a double-layer cross-domain identity authentication model by constructing a consortium blockchain which is comprised of authentication server nodes (AS) and some internal blockchain, the model can highly improve the scalability of the PKI system without changing the internal architecture. Then a novel authentication protocol was put forward. The protocol can improve the efficiency of online cross-domain identity authentication transactions by verifying the hash instead of the signature of their certificate. By putting the generation process of the blockchain certificate and the storage process of its hash in the registration operation and reducing the authentication process for AS and CA, the efficiency is further improved. Finally, the protocol was evaluated by security and performance analysis. The results display our protocol can guarantee security and has an excellent performance in cross-domain identity authentication transactions. © 2021 John Wiley & Sons, Ltd.",,,"Zhao, Gang (56658903700); Di, Bingbing (57197723071); He, Hui (57215806420)",56658903700; 57197723071; 57215806420,Transactions on Emerging Telecommunications Technologies,e4377,,,,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117383825&doi=10.1002%2fett.4377&partnerID=40&md5=100aa7f8a10b72a78ea4d9d6fb16f350,,Authentication; Digital storage; Efficiency; Information management; Network architecture; Public key cryptography; Authentication servers; Block-chain; Certificate authority; Cross-domain; Decentralised; Identity authentication; Identity authentication protocol; Protocol cans; Public key infrastructure; Server nodes; Blockchain,Article,Final,,2-s2.0-85117383825,,,,,,,,,,,
,Al Mansoori S.; Maheshwari P.,HEI-BCT: A Framework to Implement Blockchain-Based Self-Sovereign Identity Solution in Higher Education Institutions,2022.0,Scopus,,,,,,,10.1109/ITT56123.2022.9863933,,,,,,,,,,,,"Blockchain Technology, a decentralized and distributed ledger, has received extensive attention of industries to revamp operations and functionality of organizations. Implementing smart technologies such as Blockchain is an attractive solution for organizations, including the Higher Education Institutions (HEIs). Self-Sovereign Identity is one of Blockchain applications that promises to provide a more efficient management systems for organizations. This paper explains how a Self-Sovereign Identity using Blockchain Technology can be used to manage students' credentials in HEIs. It also proposes a framework to successfully implement the solution. This paper answers two questions: 'How to use Self-Sovereign Identity as credentials management system' and 'What are the major steps to be followed when implementing a Blockchain-based solution?'  © 2022 IEEE.",,,"Al Mansoori, Suaad (37013166900); Maheshwari, Piyush (57125711700)",37013166900; 57125711700,"8th International Conference on Information Technology Trends: Industry 4.0: Technology Trends and Solutions, ITT 2022",,6.0,10.0,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138218430&doi=10.1109%2fITT56123.2022.9863933&partnerID=40&md5=64ee736cb71bd59df346329477ec5830,blockchain; challenges; higher education; implementation framework,Distributed ledger; Attractive solutions; Block-chain; Challenge; Decentralised; Efficient managements; High educations; Higher education institutions; Implementation framework; Management systems; Smart technology; Blockchain,Conference paper,Final,,2-s2.0-85138218430,,,,,,,,,,,
,Popa M.; Stoklossa S.M.; Mazumdar S.,ChainDiscipline - Towards a Blockchain-IoT-Based Self-Sovereign Identity Management Framework,2023.0,Scopus,,,,,,,10.1109/TSC.2023.3279871,,,16,5,,,,,,,,"In today's complex Internet platform, online users need help to protect their online identity. Only sometimes, websites are very transparent about how user data will be collected, stored and processed by them. Sometimes Internet entities collect more online user information than required. These entities often share user identity-related data with third parties without consent. Existing traditional identity schemes need to be improved to stop and counter new ways of digital identity theft and fraud. Blockchain is a promising technology to strengthen the preservation of online users' digital identity due to its decentralised nature and robust data security features. In this paper, we proposed and implemented a generic blockchain-IoT-based self-sovereign identity management framework called ChainDiscipline. We have demonstrated the framework's operability and functionality by implementing healthcare and smart home data management-based use cases. © 2008-2012 IEEE.",,,"Popa, Marius (58437944100); Stoklossa, Sebastian Michael (58303630700); Mazumdar, Somnath (57191089268)",58437944100; 58303630700; 57191089268,IEEE Transactions on Services Computing,,3238.0,3251.0,13.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161073196&doi=10.1109%2fTSC.2023.3279871&partnerID=40&md5=d2f5943c157c9157187dd6ef80b3456e,Blockchain; health; identity; IoT; smart home,Automation; Crime; Electronic document identification systems; Information management; Intelligent buildings; Internet of things; Block-chain; Identity; IoT; Medical services; Privacy; Security; Smart homes; Usability; Blockchain,Article,Final,,2-s2.0-85161073196,,,,,,,,,,,
,De Salve A.; Di Francesco Maesa D.; Mori P.; Ricci L.; Puccia A.,A multi-layer trust framework for Self Sovereign Identity on blockchain,2023.0,Scopus,,,,,,,10.1016/j.osnem.2023.100265,,,37-38,,,,,,,,,"The recent interest for decentralised systems and decentralisation of the control over users’ data brings a shift in the way identities and their information are managed. Self Sovereign Identity (SSI) has been proposed as the next generation paradigm for decentralised identity management. Research on SSI is getting more and more traction, focusing mainly on the management of users’ identifiers and on providing a standard way to express and verify credentials. Instead, this paper focuses on the understanding of the role of trust in SSI and it provides new insight into the trust relationships existing between the different SSI actors. Indeed, the analysis of such roles and the relationships existing between SSI actors reveals that the current paradigm suffers from trust issues between the verifier and the issuer of a verifiable credential. In order to cope this problem, the paper proposes a new multi-layer framework that exploits trust relationships defined by the actors of the SSI standards (verifiers and issuers of verifiable credentials). An implementation of the framework through Solidity smart contracts has been proposed and deployed on both private and public blockchain networks in order to assess its capabilities. In addition, a dataset related to the spread of spam reviews has been exploited to test the benefits and performance of the proposed framework, demonstrating that it is able to improve the reliability of the SSI paradigm in real-world scenario. © 2023 The Author(s)",,,"De Salve, Andrea (57193351024); Di Francesco Maesa, Damiano (57193156981); Mori, Paolo (15127782100); Ricci, Laura (7007055633); Puccia, Alessandro (58537518400)",57193351024; 57193156981; 15127782100; 7007055633; 58537518400,Online Social Networks and Media,100265,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167990287&doi=10.1016%2fj.osnem.2023.100265&partnerID=40&md5=99b3b502324c8aaa0d571ddbbc634dd7,Distributed Ledger Technology; Self Sovereign Identity; Trust Management System; Web of Trust,Distributed ledger; Smart contract; Statistical tests; Block-chain; Decentralisation; Decentralized system; Distributed ledg technology; Multi-layers; Self sovereign identity; Trust frameworks; Trust management systems; Trust relationship; Web of trust; Blockchain,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-85167990287,,,,,,,,,,,
,Fraser A.; Schneider S.,On the role of blockchain for self-sovereign identity,2022.0,Scopus,,,,,,,10.1049/icp.2022.2032,,,2022,8,,,,,,,,"Self-sovereign identity (SSI) is a model for digital identity in which users control their identity. Users are issued with credentials and can use such credentials to construct verifiable proofs of identity to a third party. Typically, blockchain technologies are leveraged to implement a verifiable data registry, which is a constituent part of the SSI architecture. It is often suggested that blockchain enables the decentralised and trusted ecosystem required for an SSI system. We evaluate whether blockchain can provide the necessary decentralisation and trust. We argue that blockchain has the potential to enable this ecosystem, but this is dependent on the type of blockchain used to implement an SSI system. Moreover, with respect to trust, we argue that blockchain alone is not sufficient and must be accompanied with other mechanisms to provide a trusted ecosystem for SSI systems. © 2022 IET Conference Proceedings. All rights reserved.",,,"Fraser, Ashley (57212025802); Schneider, Steve (9535657800)",57212025802; 9535657800,IET Conference Proceedings,,17.0,21.0,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174655697&doi=10.1049%2ficp.2022.2032&partnerID=40&md5=84e354344c7cf338fb9fea31af776abb,,Ecosystems; Electronic document identification systems; Block-chain; Decentralisation; Decentralised; Digital identity; Third parties; User control; Blockchain,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85174655697,,,,,,,,,,,
,Shuaib M.; Hassan N.H.; Usman S.; Alam S.; Bhatia S.; Mashat A.; Kumar A.; Kumar M.,Self-Sovereign Identity Solution for Blockchain-Based Land Registry System: A Comparison,2022.0,Scopus,,,,,,,10.1155/2022/8930472,,,2022,,,,,,,,,"Providing an identity solution is essential for a reliable blockchain-based land registry system. A secure, privacy-preserving, and efficient identity solution is essential but challenging. This paper examines the current literature and provides a systematic literature review in three stages based on the three research questions (RQ) that show the assessment and interpretation process step by step. Based on the parameters and RQ specified in the research methodology section, a total of 43 primary articles have been selected from the 251 articles extracted from various scientific databases. The majority of these articles are concerned with evaluating the existing self-sovereign identity (SSI) solutions and their role in the blockchain-based land registry system to address the compliance issues in the existing SSI solutions with SSI principles and find the best possible SSI solution to address the identity problems in the land registry. The existing digital identity solutions cannot handle the requirements of the identity principle and are prone to various limitations like centralization and dependency on third parties that further augment the chance of security threats. SSI has been designed to overcome these limitations and provide a secure, reliable, and efficient identity solution that gives complete control to the users over their personal identity information (PII). This paper reviews the existing SSI solutions, evaluates them based on the SSI principles, and comes up with the best possible SSI solution for a blockchain-based land registry system. It further provides a detailed investigation of each SSI solution to present its functionalities and limitations for further improvement.  © 2022 Mohammed Shuaib et al.",,,"Shuaib, Mohammed (57207874230); Hassan, Noor Hafizah (57905044000); Usman, Sahnius (36007713400); Alam, Shadab (56659054100); Bhatia, Surbhi (56655934600); Mashat, Arwa (57211476380); Kumar, Adarsh (16744112800); Kumar, Manoj (57201849165)",57207874230; 57905044000; 36007713400; 56659054100; 56655934600; 57211476380; 16744112800; 57201849165,Mobile Information Systems,8930472,,,,25.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128769755&doi=10.1155%2f2022%2f8930472&partnerID=40&md5=1d748a625643baf0b3603256727f32d8,,Electronic document identification systems; Privacy-preserving techniques; 'current; Block-chain; Digital identity; Land registries; Privacy preserving; Process steps; Research methodologies; Research questions; Scientific database; Systematic literature review; Blockchain,Review,Final,All Open Access; Gold Open Access,2-s2.0-85128769755,,,,,,,,,,,
,Naik N.; Jenkins P.,UPort Open-Source Identity Management System: An Assessment of Self-Sovereign Identity and User-Centric Data Platform Built on Blockchain,2020.0,Scopus,,,,,,,10.1109/ISSE49799.2020.9272223,,,,,,,,,,,,"Managing identity across an ever-growing digital services landscape has become one of the most challenging tasks for security experts. Over the years, several Identity Management (IDM) systems were introduced and adopted to tackle with the growing demand of an identity. In this series, a recently emerging IDM system is Self-Sovereign Identity (SSI) which offers greater control and access to users regarding their identity. This distinctive feature of the SSI IDM system represents a major development towards the availability of sovereign identity to users. uPort is an emerging open-source identity management system providing sovereign identity to users, organisations, and other entities. As an emerging identity management system, it requires meticulous analysis of its architecture, working, operational services, efficiency, advantages and limitations. Therefore, this paper contributes towards achieving all of these objectives. Firstly, it presents the architecture and working of the uPort identity management system. Secondly, it develops a Decentralized Application (DApp) to demonstrate and evaluate its operational services and efficiency. Finally, based on the developed DApp and experimental analysis, it presents the advantages and limitations of the uPort identity management system.  © 2020 IEEE.",,,"Naik, Nitin (56956517600); Jenkins, Paul (57189685924)",56956517600; 57189685924,"ISSE 2020 - 6th IEEE International Symposium on Systems Engineering, Proceedings",9272223,,,,48.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098720304&doi=10.1109%2fISSE49799.2020.9272223&partnerID=40&md5=00c8305081afe78b3ab3f77579b53b27,Blockchain; DApp; Decentralized App; Decentralized IDentifier; DID; Ethereum; Identity Management System; IDM; Self-Sovereign Identity; SSI; uPort; User-Centric Data Platform; Verifiable Credential,Authentication; Blockchain; Computer architecture; Efficiency; Open Data; Open systems; Systems engineering; Digital services; Experimental analysis; Identity management; Identity management systems; ITS architecture; Meticulous analysis; Operational service; Security experts; Information management,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85098720304,,,,,,,,,,,
,Maldonado-Ruiz D.; Torres J.; El Madhoun N.; Badra M.,An Innovative and Decentralized Identity Framework Based on Blockchain Technology,2021.0,Scopus,,,,,,,10.1109/NTMS49979.2021.9432656,,,,,,,,,,,,"Network users usually need a third party validation to prove that they are who they claim to be. Authentication systems mostly assume the existence of a Trusted Third Party (TTP) in the form of a Certificate Authority (CA) or as an authentication server. However, relying on a TTP implies that users do not directly manage their identities, but delegate this role to a third party. This intrinsic issue can generate trust concerns (e.g., identity theft), as well as privacy concerns towards the third party. The main objective of this research is to present an autonomous and independent solution where users can store their self created credentials without depending on TTPs. To this aim, the use of an TTP autonomous and independent network is needed, where users can manage and assess their identities themselves. In this paper, we propose the framework called Three Blockchains Identity Management with Elliptic Curve Cryptography (3BI-ECC). With our proposed framework, the users' identities are self-generated and validated by their owners. Moreover, it allows the users to customize the information they want to share with third parties. © 2021 IEEE.",,,"Maldonado-Ruiz, Daniel (57215272789); Torres, Jenny (12240687000); El Madhoun, Nour (56764394800); Badra, Mohamad (55967026900)",57215272789; 12240687000; 56764394800; 55967026900,"2021 11th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2021",9432656,,,,6.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107350173&doi=10.1109%2fNTMS49979.2021.9432656&partnerID=40&md5=492f98a9f32df4ba39de81016d40df45,blockchain; certificate; cybersecurity; ECC; identities; self-generated identity,Authentication; Public key cryptography; Authentication servers; Authentication systems; Certificate authority; Elliptic curve cryptography; Identity management; Identity theft; Privacy concerns; Trusted third parties; Blockchain,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85107350173,,,,,,,,,,,
,Javed I.T.; Alharbi F.; Bellaj B.; Margaria T.; Crespi N.; Qureshi K.N.,Health-id: A blockchain-based decentralized identity management for remote healthcare,2021.0,Scopus,,,,,,,10.3390/healthcare9060712,,,9,6,,,,,,,,"COVID-19 has made eHealth an imperative. The pandemic has been a true catalyst for remote eHealth solutions such as teleHealth. Telehealth facilitates care, diagnoses, and treatment remotely, making them more efficient, accessible, and economical. However, they have a centralized identity management system that restricts the interoperability of patient and healthcare provider identification. Thus, creating silos of users that are unable to authenticate themselves beyond their eHealth application’s domain. Furthermore, the consumers of remote eHealth applications are forced to trust their service providers completely. They cannot check whether their eHealth service providers adhere to the regulations to ensure the security and privacy of their identity information. Therefore, we present a blockchain-based decentralized identity management system that allows patients and healthcare providers to identify and authenticate themselves transparently and securely across different eHealth domains. Patients and healthcare providers are uniquely identified by their health identifiers (healthIDs). The identity attributes are attested by a healthcare regulator, indexed on the blockchain, and stored by the identity owner. We implemented smart contracts on an Ethereum consortium blockchain to facilities identification and authentication procedures. We further analyze the performance using different metrics, including transaction gas cost, transaction per second, number of blocks lost, and block propagation time. Parameters including block-time, gas-limit, and sealers are adjusted to achieve the optimal performance of our consortium blockchain. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,"Javed, Ibrahim Tariq (57193409802); Alharbi, Fares (57211010419); Bellaj, Badr (57224568239); Margaria, Tiziana (36704777800); Crespi, Noel (17433279200); Qureshi, Kashif Naseer (55781386200)",57193409802; 57211010419; 57224568239; 36704777800; 17433279200; 55781386200,Healthcare (Switzerland),712,,,,28.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108608824&doi=10.3390%2fhealthcare9060712&partnerID=40&md5=feace46af874f0225056dca6b26821d7,Blockchain; Decentralized identity; Digital identity; Ethereum; Healthcare; Identity management; Smart contract,,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85108608824,,,,,,,,,,,
,Norta A.; Kormiltsyn A.; Udokwu C.; Dwivedi V.; Aroh S.; Nikolajev I.,A Blockchain Implementation for Configurable Multi-Factor Challenge-Set Self-Sovereign Identity Authentication,2022.0,Scopus,,,,,,,10.1109/Blockchain55522.2022.00070,,,,,,,,,,,,"Multi-factor challenge-set self-sovereign identity authentication (MFFSIA) is an important part for establishing trust between systems, devices, organizations and humans for the emerging machine-to-everything (M2X) economy. Most systems for identity authentication (IA) are single sign-on (SSO), or have fixed challenge sets of limited degree. Additionally, IA systems are controlled by governments, or corporations that are closely affiliated with government entities. The available systems for self-sovereign IA do not offer the necessary flexible configurability of challenge sets. Based on research publications about a formal MFSSIA protocol, this paper presents a blockchain employing implementation for a running case assuming different smart-contract blockchain systems must be connected for sensitive data exchange. The prototype offers a marketplace for challenge-set creation and the challenge/response-lifecycle management employs decentralized knowledge graphs (DKG) together with oracles for response evaluations.  © 2022 IEEE.",,,"Norta, Alex (23036260500); Kormiltsyn, Alexandr (57197751723); Udokwu, Chibuzor (57191971022); Dwivedi, Vimal (57205883053); Aroh, Sunday (57930124700); Nikolajev, Ignas (57930309900)",23036260500; 57197751723; 57191971022; 57205883053; 57930124700; 57930309900,"Proceedings - 2022 IEEE International Conference on Blockchain, Blockchain 2022",,455.0,461.0,6.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139905631&doi=10.1109%2fBlockchain55522.2022.00070&partnerID=40&md5=f8c4220b2e76cffe691ed3c4935aacb0,authentication; Blockchain; identity; multi-factor; self-sovereign,Blockchain; Electronic data interchange; Sensitive data; Authentication systems; Block-chain; Device organization; Government entities; Identity; Identity authentication; Multi-factor; Self-sovereign; Single sign on; Single signs-on; Authentication,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85139905631,,,,,,,,,,,
,Sharma P.; Wilfred Godfrey W.; Trivedi A.,When blockchain meets IoT: a comparison of the performance of communication protocols in a decentralized identity solution for IoT using blockchain,2022.0,Scopus,,,,,,,10.1007/s10586-022-03921-8,,,,,,,,,,,,"Internet of Things (IoT) is a rapidly expanding technology composed of devices embedded with sensors, specialized hardware, and software to connect with other devices and servers on the internet. With this rapid expansion, it faces some major hurdles in data secrecy, privacy, and device integrity, and perhaps, in general, digital identity has been a major problem on the internet. The World Wide Web Consortium (W3C) has provided a standardized format through which one can specify his identity called Decentralised Identifiers (DIDs). Blockchain technology, alongside decentralized identifiers and public-key cryptography, offers a peer-to-peer identity and credential management model through self-sovereign identity. Combining the decentralized identity and blockchains provides us with verifiable credentials through which one can verify the identities of transacting peers by decentralized registration and discovery of public keys needed to verify digital signatures. This combined framework is trusted, permissioned, supports device registration and verification along with revocation of device credentials, is secure, respects the privacy of the participating nodes, and maintains the integrity of their data. With several new communication protocols being developed for IoT and leveraging the Blockchain protocols in the domain of IoT, this paper quantitatively compares the performance of the well-known IoT communication protocols such as CoAP, MQTT, and DIDComm in real-time testbed on various parameters, and the results are tabulated. Device data has also been replicated across multiple peers using decentralized storage such as InterPlanetary File System (IPFS). © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",,,"Sharma, Prakhar (58273894300); Wilfred Godfrey, W. (24766038200); Trivedi, Aditya (57127828000)",58273894300; 24766038200; 57127828000,Cluster Computing,,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145182013&doi=10.1007%2fs10586-022-03921-8&partnerID=40&md5=fa14fd15a7a79f69dae7369e348ae75a,Blockchain; Decentralised identity; Hyperledger; IoT; Privacy; Security,Digital storage; Distributed ledger; Electronic document identification systems; Internet of things; Network security; Public key cryptography; Block-chain; Communications protocols; Decentralised; Decentralized identity; Hyperledg; Performance; Privacy; Security; Specialized hardware; Specialized software; Blockchain,Article,Article in press,,2-s2.0-85145182013,,,,,,,,,,,
,Le H.V.A.; Nguyen Q.D.N.; Tran T.H.; Nakano T.,Securing Digital Futures: Exploring Decentralised Systems and Blockchain for Enhanced Identity Protection,2023.0,Scopus,,,,,,,10.1007/978-3-031-46749-3_20,,,188,,,,,,,,,"The Digital Identity Decentralized System on Blockchain (DIDSB), a decentralised system for digital identity management, leverages the features of blockchain technology to provide a novel solution to the challenges of identity management. The DIDSB framework classifies entities into three distinct categories, namely identity providers, service providers, and end-users. The efficacy of the system in identifying and extracting fields from identification cards is attributed to the integration of artificial intelligence (AI) algorithms. Subsequently, the system dissects the fields into smaller constituents to facilitate optical character recognition (OCR) and user authentication. The utilisation of the zero-knowledge proof concept by DIDSB enables secure authentication with service providers. This obviates the necessity of divulging any personal data while undergoing the authentication procedure. This advanced system empowers users to exercise authority over their confidential information while simultaneously safeguarding it with optimal efficacy and security. The experimental outcomes demonstrate that the system exhibits a proficient ability to combat identity fraud, while concurrently preserving the confidentiality and integrity of sensitive data. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2023.",,,"Le, Hoang Viet Anh (58670077200); Nguyen, Quoc Duy Nam (57220052170); Tran, Thi Hong (55206208900); Nakano, Tadashi (58669940900)",58670077200; 57220052170; 55206208900; 58669940900,Lecture Notes on Data Engineering and Communications Technologies,,200.0,212.0,12.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175201896&doi=10.1007%2f978-3-031-46749-3_20&partnerID=40&md5=48a53a6cd1976d41fb84be3606454caa,,Authentication; Decentralized systems; Electronic document identification systems; Optical character recognition; Sensitive data; Block-chain; Decentralized system; Digital identity; Digital identity management; End-users; Identity management; Identity protection; Identity providers; Novel solutions; Service provider; Blockchain,Book chapter,Final,,2-s2.0-85175201896,,,,,,,,,,,
,Zhuang Y.; Shyu C.-R.; Hong S.; Li P.; Zhang L.,Self-sovereign identity empowered non-fungible patient tokenization for health information exchange using blockchain technology,2023.0,Scopus,,,,,,,10.1016/j.compbiomed.2023.106778,,,157,,,,,,,,,"Background: Patient tokenization is a novel approach that allows anonymous patient-level linkage across healthcare facilities, minimizing the risk of breaching protected health information in health information exchange (HIE). Most patient tokenization is the centralized approach that is unable to address data security concerns fundamentally. Non-Fungible Tokens (NFT), which are non-transferable cryptographic assets on the blockchain, have the potential to provide secure, decentralized, and trustworthy patient tokenization. Self-Sovereign Identity (SSI) is a user-centric approach to verify the ownership of NFTs in a decentralized manner. Methods: We have developed a blockchain architecture that contains four modules: (1) Creation module for NFTs creation, (2) Linkage module to link the local patients' accounts to their NFTs, (3) Authentication module that allows patients to permit healthcare providers to access their token, and (4) Exchange module, which involves the HIE process and the validation of the legitimacy of the token through SSI. Results: A case study has been conducted on the proposed architecture. Over 3 million transactions have been completed successfully with a blockchain validation and written time of 1.17 s on average. A stability test has also been conducted with a higher throughput of 200 transactions per second running for an hour with an average transaction processing time of 1.42 s. Conclusions: This study proposed a blockchain architecture that achieves SSI-enabled NFT-based patient tokenization. Our architecture design, implementation, and case studies have demonstrated the feasibility and potential of NFT with SSI to establish a secure, transparent, and patient-centric identity management and HIE. © 2023 The Authors",,,"Zhuang, Yan (57194151423); Shyu, Chi-Ren (7005681170); Hong, Shenda (56245620000); Li, Pengfei (57220436061); Zhang, Luxia (57449776800)",57194151423; 7005681170; 56245620000; 57220436061; 57449776800,Computers in Biology and Medicine,106778,,,,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150463220&doi=10.1016%2fj.compbiomed.2023.106778&partnerID=40&md5=3c17e58eaa275d9a8c3df821d76558fb,Blockchain; Health information exchange; Non-fungible token; Patient tokenization; Self-sovereign identity; Smart contract,Blockchain; Computer Security; Health Information Exchange; Humans; Architecture; Blockchain; Health care; Health risks; Information dissemination; Block-chain; Case-studies; Decentralised; Health information exchange; Health informations; Information exchanges; Non-fungible token; Patient tokenization; Self-sovereign identity; Tokenization; adult; article; blockchain; feasibility study; health care personnel; human; medical information system; running; validation process; computer security; Smart contract,Article,Final,All Open Access; Hybrid Gold Open Access,2-s2.0-85150463220,,,,,,,,,,,
,Abid A.; Cheikhrouhou S.; Kallel S.; Jmaiel M.,A Blockchain-Based Self-Sovereign Identity Approach for Inter-Organizational Business Processes,2022.0,Scopus,,,,,,,10.15439/2022F194,,,,,,,,,,,,"Blockchain presents a promising and revolutionary technology for organizations' collaboration, particularly for Inter-Organizational Business Processes (IOBP). It addresses the lack-of-trust problem thanks to its transparency and decentralized features. However, while the adoption of Blockchain technology can alleviate some of IOBP's challenges, it does so at the expense of significant privacy issues. In fact, some process execution data, such as customers' data or business secrets, cannot be shared across the collaborating organizations owing to regulatory restrictions such as the General Data Protection Regulation (GDPR). To address trust and privacy issues in IOBP, this paper presents a Blockchain-based Self-Sovereign Identity (SSI) approach. The SSI concept is combined with a registry proof smart contract to provide an efficient privacy-preserving solution. The proposed approach is applied to the pharmaceutical supply chain case study and implemented on the Ethereum Blockchain. © 2022 Polish Information Processing Society.",,,"Abid, Amal (56210806000); Cheikhrouhou, Saousssen (55184122200); Kallel, Slim (24437177500); Jmaiel, Mohamed (6603226052)",56210806000; 55184122200; 24437177500; 6603226052,"Proceedings of the 17th Conference on Computer Science and Intelligence Systems, FedCSIS 2022",,685.0,694.0,9.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141144368&doi=10.15439%2f2022F194&partnerID=40&md5=854afca7cdd5e14d1fbb859f9bcdd1b2,Blockchain; BPMN; IOBP; Self-Sovereign Identity,Information systems; Information use; Privacy-preserving techniques; Supply chains; Block-chain; BPMN; Customer data; Decentralised; Interorganizational business process; Organization collaboration; Privacy issue; Process execution; Revolutionary technology; Self-sovereign identity; Blockchain,Conference paper,Final,All Open Access; Gold Open Access,2-s2.0-85141144368,,,,,,,,,,,
,Tcholakian M.; Gorna K.; Laurent M.; Kaffel Ben Ayed H.; Naghmouchi M.,Self-Sovereign Identity for Consented and Content-Based Access to Medical Records Using Blockchain,2023.0,Scopus,,,,,,,10.1155/2023/6025789,,,2023,,,,,,,,,"Electronic health records (EHRs) and medical data are classified as personal data in every privacy law, meaning that any related service that includes processing such data must come with full security, confidentiality, privacy, and accountability. Solutions for health data management, as in storing it, sharing and processing it, are emerging quickly and were significantly boosted by the COVID-19 pandemic that created a need to move things online. EHRs make a crucial part of digital identity data, and the same digital identity trends - as in self-sovereign identity powered by decentralized ledger technologies like blockchain, are being researched or implemented in contexts managing digital interactions between health facilities, patients, and health professionals. In this paper, we propose a blockchain-based solution enabling secure exchange of EHRs between different parties powered by a self-sovereign identity (SSI) wallet and decentralized identifiers. We also make use of a consortium IPFS network for off-chain storage and attribute-based encryption (ABE) to ensure data confidentiality and integrity. Through our solution, we grant users full control over their medical data and enable them to securely share it in total confidentiality over secure communication channels between user wallets using encryption. We also use DIDs for better user privacy and limit any possible correlations or identification by using pairwise DIDs. Overall, combining this set of technologies guarantees secure exchange of EHRs, secure storage, and management along with by-design features inherited from the technological stack.  © 2023 Marie Tcholakian et al.",,,"Tcholakian, Marie (58295798000); Gorna, Karolina (58295631500); Laurent, Maryline (35113403900); Kaffel Ben Ayed, Hella (24767454900); Naghmouchi, Montassar (58577945100)",58295798000; 58295631500; 35113403900; 24767454900; 58577945100,Security and Communication Networks,6025789,,,,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160640469&doi=10.1155%2f2023%2f6025789&partnerID=40&md5=bdad4893f63b55cd3144289744945b38,,Cryptography; Data privacy; Digital storage; Distributed ledger; Electronic document identification systems; Information management; Block-chain; Classifieds; Content-based access; Decentralised; Digital identity; Electronic health; Health records; Medical data; Medical record; Privacy law; Blockchain,Article,Final,All Open Access; Gold Open Access,2-s2.0-85160640469,,,,,,,,,,,
