Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Source title,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID
11.0,"F Liu, J Yang, Z Li, J Qi",A secure multi-party computation protocol for universal data privacy protection based on blockchain,2021.0,J. Comput. Res. Dev,,,"https://scholar.google.com/scholar?cites=15496147533864034459&as_sdt=2005&sciodt=0,5&hl=en",419.0,2023-03-11 13:59:04,CITATION,,,,,,,,11.0,5.5,3.0,4.0,2.0,,,"https://scholar.google.com/scholar?q=related:m-ACdxRgDdcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
16.0,"Z Ma, L Wang, W Zhao",Blockchain-driven trusted data sharing with privacy protection in IoT sensor network,2020.0,IEEE Sensors Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9305706/,"https://scholar.google.com/scholar?cites=12053718898833854129&as_sdt=2005&sciodt=0,5&hl=en",106.0,2023-03-11 13:59:04,,,,,,,,,16.0,5.33,5.0,3.0,3.0,"… used in blockchain. In this paper, the secure sharing of IoV data scheme based on blockchain (called IoVChain) divides data into public data that can be shared in plain text and private …",,"https://scholar.google.com/scholar?q=related:sY5no3lpR6cJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
21.0,"D Amo, D Fonseca, M Alier, FJ García-Peñalvo…",Personal data broker instead of blockchain for students' data privacy assurance,2019.0,New Knowledge in …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-16187-3_36,"https://scholar.google.com/scholar?cites=4337984496533390593&as_sdt=2005&sciodt=0,5&hl=en",17.0,2023-03-11 13:59:04,,10.1007/978-3-030-16187-3_36,,,,,,,21.0,5.25,4.0,5.0,4.0,"… of Blockchain related to the privacy and data security … the Blockchain a suitable technology to ensure data privacy … motivated by the upward trend of Blockchain’s use, advocate …",https://upcommons.upc.edu/bitstream/handle/2117/166615/worldcist2019_v10_camera_ready.pdf,"https://scholar.google.com/scholar?q=related:AUUGfeqdMzwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
21.0,"S Jiang, J Liu, L Wang, SM Yoo",Verifiable search meets blockchain: A privacy-preserving framework for outsourced encrypted data,2019.0,ICC 2019-2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8761146/,"https://scholar.google.com/scholar?cites=8301713880558218429&as_sdt=2005&sciodt=0,5&hl=en",166.0,2023-03-11 13:59:04,,,,,,,,,21.0,5.25,5.0,4.0,4.0,"… data users can query from the cloud and obtain desired results, which ensures the data privacy … operation inherently performed in the blockchain, we use blockchain to store the index, …",,"https://scholar.google.com/scholar?q=related:vSyaPcqcNXMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
5.0,"C Xu, H Wu, H Liu, W Gu, Y Li…",Blockchain-oriented privacy protection of sensitive data in the internet of vehicles,2022.0,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9750863/,"https://scholar.google.com/scholar?cites=5950348744535558567&as_sdt=2005&sciodt=0,5&hl=en",74.0,2023-03-11 13:59:04,,,,,,,,,5.0,5.0,1.0,6.0,1.0,"… encryption and strict authorization measures, personal privacy … the privacy of users, a blockchain-based sensitive data privacy-… First, association rules are used to mine big data in the …",,"https://scholar.google.com/scholar?q=related:p8m7J6jik1IJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
5.0,"ZX Nie, YZT Long, SL Zhang…",A controllable privacy data transmission mechanism for internet of things system based on blockchain,2022.0,International Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/pdf/10.1177/15501329221088450,"https://scholar.google.com/scholar?cites=13652232479182373359&as_sdt=2005&sciodt=0,5&hl=en",77.0,2023-03-11 13:59:04,PDF,10.1177/15501329221088450,,,,,,,5.0,5.0,1.0,4.0,1.0,"… on the realization of data sharing by blockchain technology in their respective fields from the perspectives of improving the consensus mechanism, data privacy protection, and storage …",https://journals.sagepub.com/doi/pdf/10.1177/15501329221088450,"https://scholar.google.com/scholar?q=related:70G3cBt5dr0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
5.0,"S Singh, B Pankaj, K Nagarajan, NP Singh…",Blockchain with cloud for handling healthcare data: A privacy-friendly platform,2022.0,Materials Today …,Elsevier,https://www.sciencedirect.com/science/article/pii/S221478532203098X,"https://scholar.google.com/scholar?cites=16190046934301412423&as_sdt=2005&sciodt=0,5&hl=en",150.0,2023-03-11 13:59:04,,,,,,,,,5.0,5.0,1.0,5.0,1.0,"… emerging technologies and threatening privacy violations, but … data management solution that uses blockchain technology as a storage mechanism that helps to ensure patient privacy…",,"https://scholar.google.com/scholar?q=related:Rwzwf-iZruAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
20.0,"AK Shrestha, R Deters, J Vassileva",User-controlled privacy-preserving user profile data sharing based on blockchain,2019.0,arXiv preprint arXiv:1909.05028,arxiv.org,https://arxiv.org/abs/1909.05028,"https://scholar.google.com/scholar?cites=17472156312392216820&as_sdt=2005&sciodt=0,5&hl=en",176.0,2023-03-11 13:59:04,,,,,,,,,20.0,5.0,7.0,3.0,4.0,"… for data sharing and management have privacy and … blockchain in user modeling. In this paper, we constructed a decentralized data sharing architecture with MultiChain blockchain in …",https://arxiv.org/pdf/1909.05028,"https://scholar.google.com/scholar?q=related:9LA8PJiRefIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
5.0,"LY Yeh, NX Shen, RH Hwang",Blockchain-based privacy-preserving and sustainable data query service over 5g-vanets,2022.0,IEEE Transactions on Intelligent …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9703241/,"https://scholar.google.com/scholar?cites=1509239174888074495&as_sdt=2005&sciodt=0,5&hl=en",181.0,2023-03-11 13:59:04,,,,,,,,,5.0,5.0,2.0,3.0,1.0,"… data owner to get rid of the online restriction. With the help of blockchain oracle, we can provide more stable data … large amounts of data storage, complementing the blockchain-based …",,"https://scholar.google.com/scholar?q=related:_6xOhAjl8RQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
9.0,"C Regueiro, I Seco, S de Diego, O Lage…",Privacy-enhancing distributed protocol for data aggregation based on blockchain and homomorphic encryption,2021.0,Information Processing & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457321002272,"https://scholar.google.com/scholar?cites=11596660741484851330&as_sdt=2005&sciodt=0,5&hl=en",137.0,2023-03-11 13:59:04,HTML,,,,,,,,9.0,4.5,2.0,5.0,2.0,"… data needs to be scrutinized by the processor, somewhat paradoxical in the context of data privacy… for not having a unified set of data privacy laws despite the huge quantity of global …",https://www.sciencedirect.com/science/article/pii/S0306457321002272,"https://scholar.google.com/scholar?q=related:gjDsrICd76AJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
9.0,"M Kang, V Lemieux",A decentralized identity-based blockchain solution for privacy-preserving licensing of individual-controlled data to prevent unauthorized secondary data usage,2021.0,Ledger,ledger.pitt.edu,http://ledger.pitt.edu/ojs/ledger/article/view/239,"https://scholar.google.com/scholar?cites=2796757419504096006&as_sdt=2005&sciodt=0,5&hl=en",168.0,2023-03-11 13:59:04,,,,,,,,,9.0,4.5,5.0,2.0,2.0,"… On the other hand, how to consume data while being able to protect data privacy and … challenge in data science today. Confidential computing was born to solve this problem.A privacy-…",https://ledger.pitt.edu/ojs/ledger/article/download/239/218,"https://scholar.google.com/scholar?q=related:BtN6IA4U0CYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
13.0,"Y Yang, L Wei, J Wu, C Long",Block-SMPC: a blockchain-based secure multi-party computation for privacy-protected data sharing,2020.0,… International Conference on Blockchain …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3390566.3391664,"https://scholar.google.com/scholar?cites=3645457971581414571&as_sdt=2005&sciodt=0,5&hl=en",223.0,2023-03-11 13:59:04,,10.1145/3390566.3391664,,,,,,,13.0,4.33,3.0,4.0,3.0,"… blockchain technology and SMPC to achieve efficient and feasible privacy-protected data … According to the essential roles in SMPC (ie data provider, data aggregator and computing …",,"https://scholar.google.com/scholar?q=related:q-y577VElzIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
21.0,"G Srivastava, AD Dwivedi, R Singh",Automated remote patient monitoring: Data sharing and privacy using blockchain,2018.0,arXiv preprint arXiv:1811.03417,arxiv.org,https://arxiv.org/abs/1811.03417,"https://scholar.google.com/scholar?cites=2146392945563878141&as_sdt=2005&sciodt=0,5&hl=en",119.0,2023-03-11 13:59:04,,,,,,,,,21.0,4.2,7.0,3.0,5.0,"… The solution for data privacy and security could very well be Blockchain … two blockchain based protocols, private blockchain where we perform all experiment with patient health data …",https://arxiv.org/pdf/1811.03417,"https://scholar.google.com/scholar?q=related:_UK9DAOFyR0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
4.0,"J Liu, J Zhao, H Huang, G Xu",A novel logistics data privacy protection method based on blockchain,2022.0,Multimedia Tools and Applications,Springer,https://link.springer.com/article/10.1007/s11042-022-12836-w,"https://scholar.google.com/scholar?cites=139374227430545217&as_sdt=2005&sciodt=0,5&hl=en",11.0,2023-03-11 13:59:04,,10.1007/s11042-022-12836-w,,,,,,,4.0,4.0,1.0,4.0,1.0,"… access rights to different data, to achieve the purpose of data privacy protection. The traditional … with blockchain, we can rely on the decentralized nature of blockchain to make the data …",,"https://scholar.google.com/scholar?q=related:QZfXFB8o7wEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
8.0,"RU Haque, ASMT Hasan",Privacy-preserving multivariant regression analysis over blockchain-based encrypted IoMT data,2021.0,Artificial intelligence and Blockchain for future …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-74575-2_3,"https://scholar.google.com/scholar?cites=6956995109228574591&as_sdt=2005&sciodt=0,5&hl=en",64.0,2023-03-11 13:59:04,,10.1007/978-3-030-74575-2_3,,,,,,,8.0,4.0,4.0,2.0,2.0,… privacy issues of IoMT data at the time of training a linear regression model. Blockchain is … known as Paillier to protect all participant’s data privacy. To eliminate the territory on a third-…,https://www.researchgate.net/profile/Rakib-Ul-Haque/publication/351268753_Privacy-Preserving_Multivariant_Regression_Analysis_over_Blockchain-Based_Encrypted_IoMT_Data/links/6091501f92851c490fb6c55f/Privacy-Preserving-Multivariant-Regression-Analysis-over-Blockchain-Based-Encrypted-IoMT-Data.pdf,"https://scholar.google.com/scholar?q=related:f_eyLTE2jGAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
8.0,"K Alsulbi, M Khemakhem, A Basuhail…",Big data security and privacy: A taxonomy with some HPC and blockchain perspectives,2021.0,… Journal of Computer …,researchgate.net,https://www.researchgate.net/profile/Khalid-Almarhabi/publication/354403720_Big_Data_Security_and_Privacy_A_Taxonomy_with_Some_HPC_and_Blockchain_Perspectives/links/6137443f38818c2eaf888f40/Big-Data-Security-and-Privacy-A-Taxonomy-with-Some-HPC-and-Blockchain-Perspectives.pdf,"https://scholar.google.com/scholar?cites=11729648804253242743&as_sdt=2005&sciodt=0,5&hl=en",110.0,2023-03-11 13:59:04,PDF,,,,,,,,8.0,4.0,2.0,4.0,2.0,"… many challenges, such as privacy and security concerns. This paper discusses Big Data, its challenges, and different classifications of security and privacy challenges. Furthermore, it …",https://www.researchgate.net/profile/Khalid-Almarhabi/publication/354403720_Big_Data_Security_and_Privacy_A_Taxonomy_with_Some_HPC_and_Blockchain_Perspectives/links/6137443f38818c2eaf888f40/Big-Data-Security-and-Privacy-A-Taxonomy-with-Some-HPC-and-Blockchain-Perspectives.pdf,"https://scholar.google.com/scholar?q=related:d5WZ7XAVyKIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
4.0,"A Ali, MF Pasha, OH Fang, R Khan, MA Almaiah…",Big Data Based Smart Blockchain for Information Retrieval in Privacy-Preserving Healthcare System,2022.0,Big Data Intelligence for …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-87954-9_13,"https://scholar.google.com/scholar?cites=9234910663303669550&as_sdt=2005&sciodt=0,5&hl=en",130.0,2023-03-11 13:59:04,,10.1007/978-3-030-87954-9_13,,,,,,,4.0,4.0,1.0,6.0,1.0,… blockchain architecture. The integration of the ECC-based ring signature was considered to ensure maximized user data privacy with transparency in the blockchain … user data privacy …,,"https://scholar.google.com/scholar?q=related:Lqeu0lH-KIAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
12.0,"H Tian, X Ge, J Wang, C Li, H Pan",Research on distributed blockchain‐based privacy‐preserving and data security framework in IoT,2020.0,IET Communications,Wiley Online Library,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-com.2019.0485,"https://scholar.google.com/scholar?cites=13108333643296557587&as_sdt=2005&sciodt=0,5&hl=en",149.0,2023-03-11 13:59:04,,10.1049/iet-com.2019.0485,,,,,,,12.0,4.0,2.0,5.0,3.0,"… analysed the compatibility between blockchain technology and IoT … by IoT and use blockchain to provide security and privacy, we … -Fabric can ensure data privacy by creating dedicated …",https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/iet-com.2019.0485,"https://scholar.google.com/scholar?q=related:E0r-Zf8n6rUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
12.0,H Mohammadinejad…,Privacy protection in smart cities by a personal data management protocol in blockchain,2020.0,International Journal of …,mecs-press.net,https://www.mecs-press.net/ijcnis/ijcnis-v12-n3/IJCNIS-V12-N3-5.pdf,"https://scholar.google.com/scholar?cites=6360871697539378469&as_sdt=2005&sciodt=0,5&hl=en",177.0,2023-03-11 13:59:04,PDF,,,,,,,,12.0,4.0,6.0,2.0,3.0,… Blockchain technology and encrypted currencies have so far … a protocol that converts the blockchain network to an automated … to be used on the blockchain network and attackers are …,https://www.mecs-press.net/ijcnis/ijcnis-v12-n3/IJCNIS-V12-N3-5.pdf,"https://scholar.google.com/scholar?q=related:Ja2riRtbRlgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
4.0,"PM Kumar, B Rawal, J Gao",Blockchain-enabled Privacy Preserving of IoT Data for Sustainable Smart Cities using Machine Learning,2022.0,2022 14th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9668530/,"https://scholar.google.com/scholar?cites=7025016167678908947&as_sdt=2005&sciodt=0,5&hl=en",183.0,2023-03-11 13:59:04,,,,,,,,,4.0,4.0,1.0,3.0,1.0,"… blockchain methods to construct a reliable and secure datasharing policy between numerous data … -preserving SVM training system, which attempted data integrity and data privacy …",,"https://scholar.google.com/scholar?q=related:E5rg__vefWEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
4.0,K Pal,Blockchain-Integrated Internet-of-Things Architecture in Privacy Preserving for Large-Scale Healthcare Supply Chain Data,2022.0,Blockchain Technology and Computational Excellence …,igi-global.com,https://www.igi-global.com/chapter/blockchain-integrated-internet-of-things-architecture-in-privacy-preserving-for-large-scale-healthcare-supply-chain-data/295167,"https://scholar.google.com/scholar?cites=14127553889238011708&as_sdt=2005&sciodt=0,5&hl=en",236.0,2023-03-11 13:59:04,,,,,,,,,4.0,4.0,4.0,1.0,1.0,"… However, implementing blockchain technology in IoT-based data communication networks … -related issues in the context of a HIS consisting of IoT-based blockchain technology. …",,"https://scholar.google.com/scholar?q=related:PE84SWknD8QJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
4.0,"M Islam, MH Rehmani, J Chen",Differential privacy-based permissioned blockchain for private data sharing in industrial IoT,2022.0,"… 2021, Virtual Event, October 28–29, 2021 …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-93479-8_5,"https://scholar.google.com/scholar?cites=13556125549607675994&as_sdt=2005&sciodt=0,5&hl=en",268.0,2023-03-11 13:59:04,,10.1007/978-3-030-93479-8_5,,,,,,,4.0,4.0,1.0,3.0,1.0,… a differential privacy-based permissioned blockchain using Hyperledger fabric to enable private data sharing in supply chain in IIoT (DH-IIoT). We integrate differential privacy into the …,https://arxiv.org/pdf/2102.09857,"https://scholar.google.com/scholar?q=related:Wmj2Kl0IIbwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
27.0,"AA Shrier, A Chang, N Diakun-Thibault, L Forni…","Blockchain and health IT: algorithms, privacy, and data",2016.0,… /NIST Use of Blockchain for …,,,"https://scholar.google.com/scholar?cites=11286512505039373433&as_sdt=2005&sciodt=0,5&hl=en",456.0,2023-03-11 13:59:04,CITATION,,,,,,,,27.0,3.86,5.0,5.0,7.0,,,"https://scholar.google.com/scholar?q=related:eUTgJ1O_oZwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
15.0,"T Rupasinghe, F Burstein, C Rudolph",Blockchain based dynamic patient consent: A privacy-preserving data acquisition architecture for clinical data analytics,2019.0,,core.ac.uk,https://core.ac.uk/download/pdf/301384308.pdf,"https://scholar.google.com/scholar?cites=1288462138014750421&as_sdt=2005&sciodt=0,5&hl=en",100.0,2023-03-11 13:59:04,PDF,,,,,,,,15.0,3.75,5.0,3.0,4.0,"… privacy-preserving data sharing on distributed and decentralized environments. Therefore, to cater the requirement of privacy-preserving data acquisition for clinical data … blockchain …",https://core.ac.uk/download/pdf/301384308.pdf,"https://scholar.google.com/scholar?q=related:1dbo6nyJ4REJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
15.0,"M Ghadamyari, S Samet",Privacy-preserving statistical analysis of health data using paillier homomorphic encryption and permissioned blockchain,2019.0,… Conference on Big Data (Big Data),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9006231/,"https://scholar.google.com/scholar?cites=4339219390162893995&as_sdt=2005&sciodt=0,5&hl=en",165.0,2023-03-11 13:59:04,,,,,,,,,15.0,3.75,8.0,2.0,4.0,"… data. We aimed to increase the accuracy of data analysis protocols while preserving the privacy of patients… To achieve this goal, we leveraged the blockchain technology and the Paillier …",https://scholar.uwindsor.ca/cgi/viewcontent.cgi?article=9144&context=etd,"https://scholar.google.com/scholar?q=related:q3wlkQsBODwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
11.0,"KM Lee, I Ra",Data privacy-preserving distributed knowledge discovery based on the blockchain,2020.0,Information Technology and Management,Springer,https://link.springer.com/article/10.1007/s10799-020-00317-1,"https://scholar.google.com/scholar?cites=7951885931945361734&as_sdt=2005&sciodt=0,5&hl=en",18.0,2023-03-11 13:59:04,,10.1007/s10799-020-00317-1,,,,,,,11.0,3.67,6.0,2.0,3.0,… Here we propose a blockchain-based method to discourage the participants to cheat or be … data privacy. The proposed method gives penalty to the betraying parties in the data privacy-…,,"https://scholar.google.com/scholar?q=related:RoEHzB_GWm4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
18.0,"F Loukil, C Ghedira-Guegan, K Boukadi…",Towards an end-to-end IoT data privacy-preserving framework using blockchain technology,2018.0,… Engineering–WISE 2018 …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-02922-7_5,"https://scholar.google.com/scholar?cites=9102242375702792037&as_sdt=2005&sciodt=0,5&hl=en",28.0,2023-03-11 13:59:04,,10.1007/978-3-030-02922-7_5,,,,,,,18.0,3.6,5.0,4.0,5.0,"… privacy, a rigorous privacy model that preserves data privacy while maintaining utility in our framework. In fact, by adding some noise to the transactions, we can prevent blockchain …",https://hal.science/hal-01871493/file/loukil2018towards.pdf,"https://scholar.google.com/scholar?q=related:ZcdFBzepUX4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
7.0,"S Heister, K Yuthas",How blockchain and AI enable personal data privacy and support cybersecurity,2021.0,,books.google.com,https://books.google.com/books?hl=en&lr=&id=Y7ZaEAAAQBAJ&oi=fnd&pg=PA33&dq=blockchain+data+privacy&ots=HMEuW_ro9q&sig=5zcQTDe9rQs_rxjXwm82YRBlQHU,"https://scholar.google.com/scholar?cites=8385041812450561433&as_sdt=2005&sciodt=0,5&hl=en",39.0,2023-03-11 13:59:04,,,,,,,,,7.0,3.5,4.0,2.0,2.0,… for protecting and securing personal data. Decentralized and federated … blockchain-based privacy solutions by enabling users to better manage their data and by ensuring that data …,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1236&context=busadmin_fac,"https://scholar.google.com/scholar?q=related:mc3pQRqnXXQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
7.0,"H Zhang, G Li, Y Zhang, K Gai, M Qiu",Blockchain-based privacy-preserving medical data sharing scheme using federated learning,2021.0,"… 2021, Tokyo, Japan, August 14–16 …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-82153-1_52,"https://scholar.google.com/scholar?cites=13503143653030581319&as_sdt=2005&sciodt=0,5&hl=en",72.0,2023-03-11 13:59:04,,10.1007/978-3-030-82153-1_52,,,,,,,7.0,3.5,1.0,5.0,2.0,"… of data privacy when sharing medical data, we propose a medical data privacy protection framework based on blockchain (… , we protect privacy by adding differential privacy noise into …",,"https://scholar.google.com/scholar?q=related:R1T1FZzNZLsJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
14.0,"P Shah, D Forester, M Berberich, C Raspé, H Mueller",Blockchain technology: Data privacy issues and potential mitigation strategies,2019.0,Practical Law,,,"https://scholar.google.com/scholar?cites=14087399836256785582&as_sdt=2005&sciodt=0,5&hl=en",418.0,2023-03-11 13:59:04,CITATION,,,,,,,,14.0,3.5,3.0,5.0,4.0,,,"https://scholar.google.com/scholar?q=related:rlT7SIN_gMMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
7.0,"YJ Wang, CT Cao, L You",A novel personal privacy data protection scheme based on blockchain and attribute-based encryption,2021.0,Journal of Cryptologic Research,,,"https://scholar.google.com/scholar?cites=10423969880447618576&as_sdt=2005&sciodt=0,5&hl=en",463.0,2023-03-11 13:59:04,CITATION,,,,,,,,7.0,3.5,2.0,3.0,2.0,,,"https://scholar.google.com/scholar?q=related:EI5zsWBhqZAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
7.0,"J Ranjith, K Mahantesh",Blockchain-based Knapsack System for Security and Privacy Preserving to Medical Data.,2021.0,SN Comput. Sci.,,,"https://scholar.google.com/scholar?cites=5141156306983233117&as_sdt=2005&sciodt=0,5&hl=en",471.0,2023-03-11 13:59:04,CITATION,,,,,,,,7.0,3.5,4.0,2.0,2.0,,,"https://scholar.google.com/scholar?q=related:XaZ-FGwOWUcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
10.0,M Tanrıverdi,A Systematic Review of Privacy-Preserving Healthcare Data Sharing on Blockchain,2020.0,,researchgate.net,https://www.researchgate.net/profile/Mustafa-Tanriverdi/publication/347559059_A_Systematic_Review_of_Privacy_Preserving_Healthcare_Data_Sharing_on_Blockchain/links/5fe1d7f8299bf14088339626/A-Systematic-Review-of-Privacy-Preserving-Healthcare-Data-Sharing-on-Blockchain.pdf,"https://scholar.google.com/scholar?cites=15639936397797496685&as_sdt=2005&sciodt=0,5&hl=en",23.0,2023-03-11 13:59:04,PDF,,,,,,,,10.0,3.33,10.0,1.0,3.0,"… (PKI) and encryption are used for data privacy. Within the scope of this study, blockchainbased studies on the privacy preserving data sharing of health data were examined. In this paper…",https://www.researchgate.net/profile/Mustafa-Tanriverdi/publication/347559059_A_Systematic_Review_of_Privacy_Preserving_Healthcare_Data_Sharing_on_Blockchain/links/5fe1d7f8299bf14088339626/A-Systematic-Review-of-Privacy-Preserving-Healthcare-Data-Sharing-on-Blockchain.pdf,"https://scholar.google.com/scholar?q=related:bRdsNEo3DNkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
10.0,"L Huang, HH Lee",A medical data privacy protection scheme based on blockchain and cloud computing,2020.0,Wireless Communications and Mobile Computing,hindawi.com,https://www.hindawi.com/journals/wcmc/2020/8859961/,"https://scholar.google.com/scholar?cites=4543203013443475831&as_sdt=2005&sciodt=0,5&hl=en",24.0,2023-03-11 13:59:04,HTML,,,,,,,,10.0,3.33,5.0,2.0,3.0,"… data privacy protection scheme, bring in a cloud computing pattern, and designed blockchain-based distributed data … in blockchain to ensure the security of patient data information …",https://www.hindawi.com/journals/wcmc/2020/8859961/,"https://scholar.google.com/scholar?q=related:d1nI3hGzDD8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
10.0,"J Liu, G Zhang, R Sun, X Du…",A blockchain-based conditional privacy-preserving traffic data sharing in cloud,2020.0,ICC 2020-2020 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9148864/,"https://scholar.google.com/scholar?cites=5138680689444915418&as_sdt=2005&sciodt=0,5&hl=en",192.0,2023-03-11 13:59:04,,,,,,,,,10.0,3.33,2.0,5.0,3.0,… we design a blockchainbased privacy-preserving traffic data sharing … CONDITIONAL PRIVACY-PRESERVING TRAFFIC DATA … a blockchain-based privacypreserving traffic data …,,"https://scholar.google.com/scholar?q=related:2giGdNxCUEcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
16.0,"C Esposito, A De Santis, G Tortora, H Chang…","Blockchain: a panacea for healthcare cloud-based data security and privacy? IEEE Cloud Computing, 5 (1), 31–37",2018.0,,,,"https://scholar.google.com/scholar?cites=1391301982015893787&as_sdt=2005&sciodt=0,5&hl=en",458.0,2023-03-11 13:59:04,CITATION,,,,,,,,16.0,3.2,3.0,5.0,5.0,,,"https://scholar.google.com/scholar?q=related:G7Fa_cflThMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5",,,,,,,,,
