"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Islam M.; Rehmani M.H.; Chen J.","Islam, Muhammad (57225862441); Rehmani, Mubashir Husain (36440207500); Chen, Jinjun (16506246700)","57225862441; 36440207500; 16506246700","Differential Privacy-Based Permissioned Blockchain for Private Data Sharing in Industrial IoT","2022","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","413 LNICST","","","77","91","14","3","10.1007/978-3-030-93479-8_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122579345&doi=10.1007%2f978-3-030-93479-8_5&partnerID=40&md5=a753ceff3d4cc3bcfbb553abaa479a4b","Permissioned blockchain such as Hyperledger fabric enables a secure supply chain model in Industrial Internet of Things (IIoT) through multichannel and private data collection mechanisms. However, the existing data sharing and querying mechanism in Hyperledger fabric is not suitable for supply chain environment in IIoT because the queries are evaluated on actual data stored on ledger which consists of sensitive information such as business secrets, and special discounts offered to retailers and individuals. To solve this problem, we propose a differential privacy-based permissioned blockchain using Hyperledger fabric to enable private data sharing in supply chain in IIoT (DH-IIoT). We integrate differential privacy into the chaindcode (smart contract) of Hyperledger fabric to achieve privacy preservation. As a result, the query response consists of perturbed data which protects the sensitive information in the ledger. We evaluate and compare our differential privacy integrated chaincode of Hyperledger fabric with the default chaincode setting of Hyperledger fabric for supply chain scenario. The results confirm that the proposed work maintains 96.15% of accuracy in the shared data while guarantees the protection of sensitive ledger’s data. © 2022, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.","Differential privacy; Hyperledger fabric blockchain; IIoT; Industrial data sharing; Privacy preservation; Supply chain","Blockchain; Data privacy; Distributed ledger; Internet of things; Block-chain; Chain codes; Data Sharing; Differential privacies; Hyperledg fabric blockchain; Industrial data sharing; Industrial datum; Privacy preservation; Private data sharing; Sensitive informations; Supply chains","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85122579345"
"Soni M.; Singh D.K.","Soni, Mukesh (57202986134); Singh, Dileep Kumar (57198857103)","57202986134; 57198857103","Blockchain Implementation for Privacy preserving and securing the Healthcare data","2021","Proceedings - 2021 IEEE 10th International Conference on Communication Systems and Network Technologies, CSNT 2021","","","","729","734","5","18","10.1109/CSNT51715.2021.9509722","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122076205&doi=10.1109%2fCSNT51715.2021.9509722&partnerID=40&md5=3df135e3a9bec94afba6165219fe1a4e","The contemporary medical system has a significant inconsistency between privacy issues and health requirements. A Blockchain-based technique to hide medical information and keep it safe is proposed in this study. This will ensure the data is accessible and reliable to study reviews and patients. There is no permission given to uncover patients' private information without providing any explanations to the patients. This proposal would execute distributed consensus between patients and research institutions while they function using the PBFT algorithm. The paper will discuss the security and privacy concerns of the proposed scheme. The proposed work is less expensive than other current ideas in terms of time involved in its implementation, with 150 blocks in almost 60 minutes. © 2021 IEEE.","Ciphertext; Consensus; DPoS; PoI; PoW","Privacy-preserving techniques; Block-chain; Ciphertexts; Consensus; DPoS; Health requirements; Medical information; Medical systems; Privacy issue; Privacy preserving; Private information; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85122076205"
"Elhoseny M.; Haseeb K.; Shah A.A.; Ahmad I.; Jan Z.; Alghamdi M.I.","Elhoseny, Mohamed (57148260400); Haseeb, Khalid (55781860900); Shah, Asghar Ali (57214819112); Ahmad, Irshad (57673957100); Jan, Zahoor (25627739500); Alghamdi, Mohammed. I. (57761024200)","57148260400; 55781860900; 57214819112; 57673957100; 25627739500; 57761024200","Iot solution for ai-enabled privacy-preserving with big data transferring: An application for healthcare using blockchain","2021","Energies","14","17","5364","","","","13","10.3390/en14175364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114047303&doi=10.3390%2fen14175364&partnerID=40&md5=1132f2d744287b0c3d9370ce5e5b7af4","Internet of Things (IoT) performs a vital role in providing connectivity between computing devices, processes, and things. It significantly increases the communication facilities and giving up-to-date information to distributed networks. On the other hand, the techniques of artificial intelligence offer numerous and valuable services in emerging fields. An IoT-based healthcare solution facilitates patients, hospitals, and professionals to observe real-time and critical data. In the literature, most of the solution suffers from data intermission, high ethical standards, and trustworthiness communication. Moreover, network interruption with recurrent expose of sensitive and personal health data decreases the reliance on network systems. Therefore, this paper intends to pro-pose an IoT solution for AI-enabled privacy-preserving with big data transferring using blockchain. Firstly, the proposed algorithm uses a graph-modeling to develop a scalable and reliable system for gathering and transmitting data. In addition, it extracts the subset of nodes using the artificial intelligence approach and achieves efficient services for the healthcare system. Secondly, symmetric-based digital certificates are utilized to offer authentic and confidential transmission with communication resources using blockchain. The proposed algorithm is explored with existing solutions through multiple simulations and proved improvement in terms of realistic parameters. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Big data; Constraint network; Embedded applications; Insecure channels; Internet of things","Big data; Blockchain; Graph algorithms; Health care; Internet of things; Privacy by design; Recurrent neural networks; Communication facilities; Communication resources; Digital certificates; Distributed networks; Ethical standards; Health-care system; Internet of Things (IOT); Privacy preserving; Data communication systems","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85114047303"
"Liu S.; Wen B.; Wang Z.","Liu, Shaojie (57211483288); Wen, Bin (35783513000); Wang, Zexu (57220181988)","57211483288; 35783513000; 57220181988","Exploiting the Medical Data Storage Implementation and Privacy Protection with Consortium Blockchain and IPFS","2021","Communications in Computer and Information Science","1490 CCIS","","","169","174","5","0","10.1007/978-981-16-7993-3_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121809174&doi=10.1007%2f978-981-16-7993-3_13&partnerID=40&md5=956d6577792c4491031e63b56aac6670","Due to the limitations of technologies, the traditional electronic medical record system has the risk of data being tampered with and attacked, which makes personal privacy easy to be leaked. Combined with the consortium blockchain development platform – FISCO BCOS, a new electronic medical record storage model is proposed. The model controls the access of medical records through blockchain and smart contract, strengthens the privacy protection of patients, improves the convenience of medical data sharing, and provides reliable data support for medical research. Finally, the proposed electronic medical record storage model is fully realized, and its effectiveness and practicability are proved. © 2021, Springer Nature Singapore Pte Ltd.","Consortium blockchain; Medical data; Medical service; Privacy protection; Smart contract","Data privacy; Digital storage; Medical computing; Block-chain; Consortium blockchain; Data storage; Development platform; Electronic medical record system; Medical data; Medical services; Personal privacy; Privacy protection; Storage modelling; Smart contract","Conference paper","Final","","Scopus","2-s2.0-85121809174"
"Wang Y.; He M.","Wang, Yu (57224488427); He, Mingxing (35364204300)","57224488427; 35364204300","CPDS: A Cross-Blockchain Based Privacy-Preserving Data Sharing for Electronic Health Records","2021","2021 IEEE 6th International Conference on Cloud Computing and Big Data Analytics, ICCCBDA 2021","","","9442539","90","99","9","6","10.1109/ICCCBDA51879.2021.9442539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107645373&doi=10.1109%2fICCCBDA51879.2021.9442539&partnerID=40&md5=3eb828d7cc0db546eadd90c24de54bec","Electronic Health Records (EHRs) is an important form of medical data. Sharing health data is considered a key way to improve the quality of health care services and reduce the cost of health care. However, nowadays, many people will create electronic health records in different hospitals. In the process of cross-hospital diagnosis, due to the decentralized storage of electronic medical record in various hospitals, the electronic health records cannot be shared. This phenomenon will cause obstacles to doctors' diagnosis, impede data sharing and endanger patient privacy. To solve these problems, we propose an EHRs privacy protection data sharing scheme based on blockchain. In this scheme, the original EHRs are securely stored in the cloud. The generated index is stored on the hospital private blockchain. Visitors can obtain the index of electronic health records through the blockchain. It's convenient to view the patient's electronical health records and diagnose the patient's condition in detail. In this way, the risk of medical data leakage can be greatly reduced. The advantages in the blockchain ensure that EHRs cannot be arbitrarily modified. Meanwhile, the original data is stored in the cloud, while the blockchain only stores indexes, which solves the problem of limited storage space in the blockchain. According to the current medical situation, we put forward Wanchain as a service (WaaS), and propose a cross-blockchain based privacy-preserving data sharing for electronic health records. Wanchain is used to achieve cross-blockchain secure access to EHRs data when patients visit different hospitals. In addition, our scheme ensures that patients can delete EHRs data effectively and freely. The safety and effectiveness of the system are proved through security analysis and performance evaluation. © 2021 IEEE.","cross-blockchain; electronic health records; privacy-preserving; WaaS","Advanced Analytics; Big data; Blockchain; Cloud computing; Diagnosis; Digital storage; Electronic document exchange; Health care; Hospitals; Medical computing; Privacy by design; Records management; Electronic health record; Electronic health record (EHRs); Electronic medical record; Patient privacies; Privacy preserving; Privacy protection; Quality of health care; Security analysis; Data Sharing","Conference paper","Final","","Scopus","2-s2.0-85107645373"
"Tan L.; Yu K.; Shi N.; Yang C.; Wei W.; Lu H.","Tan, Liang (49562028100); Yu, Keping (56316023300); Shi, Na (57216585324); Yang, Caixia (57216583913); Wei, Wei (57198566861); Lu, Huimin (57209823396)","49562028100; 56316023300; 57216585324; 57216583913; 57198566861; 57209823396","Towards Secure and Privacy-Preserving Data Sharing for COVID-19 Medical Records: A Blockchain-Empowered Approach","2022","IEEE Transactions on Network Science and Engineering","9","1","","271","281","10","111","10.1109/TNSE.2021.3101842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112670673&doi=10.1109%2fTNSE.2021.3101842&partnerID=40&md5=c6f3eb1189145441e1c3032d92787dec","COVID-19 is currently a major global public health challenge. In the battle against the outbreak of COVID-19, how to manage and share the COVID-19 Electric Medical Records (CEMRs) safely and effectively in the world, prevent malicious users from tampering with CEMRs, and protect the privacy of patients are very worthy of attention. In particular, the semi-trusted medical cloud platform has become the primary means of hospital medical data management and information services. Security and privacy issues in the medical cloud platform are more prominent and should be addressed with priority. To address these issues, on the basis of ciphertext policy attribute-based encryption, we propose a blockchain-empowered security and privacy protection scheme with traceable and direct revocation for COVID-19 medical records. In this scheme, we perform the blockchain for uniform identity authentication and all public keys, revocation lists, etc are stored on a blockchain. The system manager server is responsible for generating the system parameters and publishes the private keys for the COVID-19 medical practitioners and users. The cloud service provider (CSP) stores the CEMRs and generates the intermediate decryption parameters using policy matching. The user can calculate the decryption key if the user has private keys and intermediate decrypt parameters. Only when attributes are satisfied access policy and the user's identity is out of the revocation list, the user can get the intermediate parameters by CSP. The malicious users may track according to the tracking list and can be directly revoked. The security analysis demonstrates that the proposed scheme is indicated to be safe under the Decision Bilinear Diffie-Hellman (DBDH) assumption and can resist many attacks. The simulation experiment demonstrates that the communication and storage overhead is less than other schemes in the public-private key generation, CEMRs encryption, and decryption stages. Besides, we also verify that the proposed scheme works well in the blockchain in terms of both throughput and delay.  © 2013 IEEE.","Blockchain; COVID-19; electronic medical records.; security and privacy protection; traceable and revocation","Blockchain; Cryptography; Digital storage; Information management; Information services; Privacy by design; Ciphertext-policy attribute-based encryptions; Global public health; Medical data management; Privacy preserving; Security analysis; Security and privacy issues; Security and privacy protection; Storage overhead; Data Sharing","Article","Final","","Scopus","2-s2.0-85112670673"
"Hao M.; Bao Y.; Hu B.; Fu J.; Yang D.; Zhang J.","Hao, Meiwei (57202360758); Bao, Yongdi (57573404300); Hu, Bo (57573972100); Fu, Jiaxin (57573972200); Yang, Dandan (57572635600); Zhang, Jinbo (57834803800)","57202360758; 57573404300; 57573972100; 57573972200; 57572635600; 57834803800","A Blockchain-based Electric Data Sharing System with Privacy Protection","2021","Proceedings - 2021 IEEE Sustainable Power and Energy Conference: Energy Transition for Carbon Neutrality, iSPEC 2021","","","","4037","4042","5","0","10.1109/iSPEC53008.2021.9735460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128010810&doi=10.1109%2fiSPEC53008.2021.9735460&partnerID=40&md5=d1d828cbcf51b36f262ef488569e17be","We put forward an energy data sharing system with privacy protection based on the blockchain. Pointing at the characteristic that individual energy data is sensitive whereas the statistics are usually publicly available due to their huge research/industrial value, our system keeps individual information secret while makes statistics selectively public. Blockchain and smart edge computing service are combinedly introduced to collect data, encrypt data and upload data in an automatic and public way. Smart contracts are used to gather encrypted data and do homomorphic operation to get encrypted statistics, where only a data center can decrypt the results. Moreover, our system includes a decentralized feedback system to guarantee the correctness of the results through Pedersen commitment, such that if a data center deviates from the protocol, it will automatically get punished. © 2021 IEEE.","blockchain; commitment; data center; energy data; homomorphic encryption; statistic","Cryptography; Data privacy; Block-chain; Commitment; Computing services; Data sharing systems; Datacenter; Edge computing; Energy data; Ho-momorphic encryptions; Homomorphic-encryptions; Privacy protection; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85128010810"
"Hu X.; Song X.; Cheng G.; Gong J.; Yang L.; Chen H.; Liang Z.","Hu, Xiaoyan (55496214500); Song, Xiaoyi (57221853039); Cheng, Guang (7401862789); Gong, Jian (55901043400); Yang, Lu (57612152600); Chen, Honggang (57612824000); Liang, Zhichao (57613480200)","55496214500; 57221853039; 7401862789; 55901043400; 57612152600; 57612824000; 57613480200","Towards Efficient Co-audit of Privacy-Preserving Data on Consortium Blockchain via Group Key Agreement","2021","Proceedings - 2021 17th International Conference on Mobility, Sensing and Networking, MSN 2021","","","","494","501","7","1","10.1109/MSN53354.2021.00079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128761178&doi=10.1109%2fMSN53354.2021.00079&partnerID=40&md5=b1125772be5bee8aa0829eba4107aaca","Blockchain is well known for its storage consistency, decentralization and tamper-proof, but the privacy disclosure and difficulty in auditing discourage the innovative application of blockchain technology. As compared to public blockchain and private blockchain, consortium blockchain is widely used across different industries and use cases due to its privacy-preserving ability, auditability and high transaction rate. However, the present co-audit of privacy-preserving data on consortium blockchain is inefficient. Private data is usually encrypted by a session key before being published on a consortium blockchain for privacy preservation. The session key is shared with transaction parties and auditors for their access. For decentralizing auditorial power, multiple auditors on the consortium blockchain jointly undertake the responsibility of auditing. The distribution of the session key to an auditor requires individually encrypting the session key with the public key of the auditor. The transaction initiator needs to be online when each auditor asks for the session key, and one encryption of the session key for each auditor consumes resources. This work proposes GAChain and applies group key agreement technology to efficiently co-audit privacy-preserving data on consortium blockchain. Multiple auditors on the consortium blockchain form a group and utilize the blockchain to generate a shared group encryption key and their respective group decryption keys. The session key is encrypted only once by the group encryption key and stored on the consortium blockchain together with the encrypted private data. Auditors then obtain the encrypted session key from the chain and decrypt it with their respective group decryption key for co-auditing. The group key generation is involved only when the group forms or group membership changes, which happens very infrequently on the consortium blockchain. We implement the prototype of GAChain based on Hyperledger Fabric framework. Our experimental studies demonstrate that GAChain improves the co-audit efficiency of transactions containing private data on Fabric, and its incurred overhead is moderate.  © 2021 IEEE.","co-audit; Consortium blockchain; group key agreement; privacy preservation","Digital storage; Distributed ledger; Privacy-preserving techniques; Block-chain; Co-audit; Consortium blockchain; Decryption keys; Encryption key; Group key agreement; Privacy preservation; Privacy preserving; Private data; Session key; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85128761178"
"Fan H.; Huang C.","Fan, Hongbin (57211217102); Huang, Changbing (58017492200)","57211217102; 58017492200","Blockchain-based data aggregation scheme for fault-tolerant privacy-preserving in smart grid","2021","Proceedings - 2021 8th International Forum on Electrical Engineering and Automation, IFEEA 2021","","","","376","380","4","0","10.1109/IFEEA54171.2021.00169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151759885&doi=10.1109%2fIFEEA54171.2021.00169&partnerID=40&md5=df5d7914c90982fd03c2ec16b4497cd3","Smart grid is the intelligence of the grid, which can realize fine-grained smart metering, facilitates the intelligent generation, distribution, and management of electricity. Data aggregation is one of the most effective methods to protect privacy and security. The fault tolerance is very important to improve the robustness of data aggregation scheme. Since all smart meters work around the clock, it is inevitable that some smart meters will fail. Existing solutions generally require the deployment of a trusted authority, which is impractical. Blockchain is a decentralized protocol in which data on the chain cannot be changed or forged. Therefore, this paper proposes a fault-tolerant privacy protection data aggregation scheme for smart grid based on blockchain. The security analysis shows that the scheme meets the privacy and security requirements of data aggregation in smart grid.  © 2021 IEEE.","blockchain; data aggregation; fault-tolerant; privacy-preserving","Electric power measurement; Fault tolerance; Privacy-preserving techniques; Smart meters; Smart power grids; Aggregation schemes; Around the clock; Block-chain; Data aggregation; Fault-tolerant; Fine grained; Privacy and security; Privacy preserving; Smart grid; Smart metering; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85151759885"
"Chen Z.; Xu W.; Wang B.; Yu H.","Chen, Zeng (57212872028); Xu, Weidong (57212877243); Wang, Bingtao (57224644943); Yu, Hua (57217132114)","57212872028; 57212877243; 57224644943; 57217132114","A blockchain-based preserving and sharing system for medical data privacy","2021","Future Generation Computer Systems","124","","","338","350","12","48","10.1016/j.future.2021.05.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108096199&doi=10.1016%2fj.future.2021.05.023&partnerID=40&md5=05f9e9cf3e3ca144782908b97f715578","With the rapid development of information and network technology, hospital information systems (HIS) has also become a hot research area. However, data could be subjected to the threat of security attacks, leakage, tampering, and forgery during medical data transmissions, data storage, and sharing based on public networks and cloud environments. The immutability, decentralization and anonymity of the blockchain provided new ways for solving the aforementioned problems. This paper proposes a complete medical information system model based on blockchain technology, to realize the goal of safe storage and sharing of medical data. A data collection system based on Internet of Things (IoT) was also developed that can simultaneously collect data from different types of non-invasive medical instruments to realize real-time collection of patient health record during surgery (SHR). This system designed an anonymous medical data sharing scheme based on cloud servers and proxy re-encryption algorithm to improve the security of private medical data sharing. The system was implemented based on the permissioned blockchain architecture Hyperledger Fabric, and a dual-channel Fabric deployment architecture and medical chaincode were designed for data management and access control. We also carried out computing overhead test, performance test and safety evaluation on the system, and the test results meet the requirements of actual medical production environment. The research work of this paper provides means for remote diagnosis and treatment, data mining and other practical applications based on the medical data on the blockchain. © 2021 Elsevier B.V.","Blockchain; Hospital information system; Hyperledger fabric; Medical data collection and sharing; Proxy re-encryption algorithm","Access control; Blockchain; Data acquisition; Data mining; Data privacy; Data Sharing; Diagnosis; Digital storage; Hospital data processing; Hospitals; Information management; Information use; Internet of things; Medical computing; Medical information systems; Network architecture; Block-chain; Data Sharing; Hospital information systems; Hyperledg fabric; Medical data; Medical data collection and sharing; Network technologies; Proxy re-encryption algorithm; Research areas; Sharing systems; Cryptography","Article","Final","","Scopus","2-s2.0-85108096199"
"Safwat F.; Akter A.; Aman N.","Safwat, Faizah (57983643800); Akter, Ayesha (57983409100); Aman, Nakib (57983643900)","57983643800; 57983409100; 57983643900","A comparison of Chaotic Key Sequence and Blockchain Hasher for the Privacy Protection of the Internet of Things Image Data","2021","Proceedings of 2021 IEEE International Conference on Robotics, Automation, Artificial-Intelligence and Internet-of-Things, RAAICON 2021","","","","10","13","3","0","10.1109/RAAICON54709.2021.9929684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142668223&doi=10.1109%2fRAAICON54709.2021.9929684&partnerID=40&md5=2ae3b3ea4c0c653c105b6bb00bd8c076","The internet of things (IoT) is a system that requires interconnected computing devices with unique identifiers which can perform data communications without human involvement. In an integrated network of computer systems, IoT devices such as smart cameras and image sensors play a critical role. In the internet of things, images generated by these sensors are constantly at risk of disclosure and privacy invasion (IoT). Because of the presence of third parties in IoT environments, traditional options for securing sensitive data fade. To prevent such malicious tampering image encryption system, while being safe and easy to implement provides a high level of protection to the shared media files. Among them a new image encryption has been derived using chaotic sequence. In this study, a comparison of hybrid image encryption algorithms of a chaotic system based Logical map is described to encrypt and decrypt IoT image data for security purposes using various quality measures.  © 2021 IEEE.","Blockchain; Chaos Theory; Data privacy; Image encryption; Image sensors; IoT; Logistic Map","Blockchain; Chaotic systems; Computation theory; Cryptography; Image processing; Network security; Sensitive data; Block-chain; Chaotics; Computing devices; Data-communication; Image data; Images encryptions; Integrated networks; Logistic maps; Privacy protection; Unique identifiers; Internet of things","Conference paper","Final","","Scopus","2-s2.0-85142668223"
"Nóbrega T.; Pires C.E.S.; Nascimento D.C.","Nóbrega, Thiago (57215194888); Pires, Carlos Eduardo S. (35176316700); Nascimento, Dimas Cassimiro (57076079600)","57215194888; 35176316700; 57076079600","Blockchain-based Privacy-Preserving Record Linkage: enhancing data privacy in an untrusted environment","2021","Information Systems","102","","101826","","","","10","10.1016/j.is.2021.101826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108270526&doi=10.1016%2fj.is.2021.101826&partnerID=40&md5=d87c38e6a4e6c88bb32ae84c88de8028","Privacy-Preserving Record Linkage (PPRL) intends to integrate private data from several data sources held by different parties. Due to recent laws and regulations (e.g, General Data Protection Regulation), PPRL approaches are increasingly demanded in real-world application areas such as health-care, credit analysis, public policy evaluation, and national security. However, the majority of the PPRL approaches consider an unrealistic adversary model, particularly the Honest but Curious (HBC) model, which assumes that all PPRL parties will follow a pre-agreed data integration protocol, and will not try to break the confidentiality of the data handled during the process. The HBC model is hard to employ in real-world applications, mainly because of the need to trust other parties fully. To overcome the limitations associated with the majority of the adversary models considered by PPRL approaches, we propose a protocol that considers covert adversaries, i.e., adversaries that may deviate arbitrarily from the protocol specification in an attempt to cheat. In such protocol, however, the honest parties are able to detect this misbehavior with a high probability. To provide a proof-of-concept implementation of this protocol, we employ the Blockchain technology and propose an improvement in the most used anonymization technique for PPRL, the Bloom Filter. The evaluation carried out using several real-world data sources has demonstrated the effectiveness (linkage quality) obtained by our contributions, as well as the ability to detect the misbehavior of a malicious adversary during the PPRL execution. © 2021","Blockchain; Bloom Filter; Data privacy; Entity resolution; Privacy preserving entity resolution","Blockchain; National security; Petroleum reservoir evaluation; Privacy by design; Quality control; Adversary modeling; General data protection regulations; High probability; Laws and regulations; Malicious adversaries; Policy evaluation; Privacy preserving record linkages; Protocol specifications; Data integration","Article","Final","","Scopus","2-s2.0-85108270526"
"Feng J.; Wang Y.; Wang J.; Ren F.","Feng, Jingyu (35795259100); Wang, Yin (57221306485); Wang, Jialin (57221315904); Ren, Fang (55430935100)","35795259100; 57221306485; 57221315904; 55430935100","Blockchain-Based Data Management and Edge-Assisted Trusted Cloaking Area Construction for Location Privacy Protection in Vehicular Networks","2021","IEEE Internet of Things Journal","8","4","9261579","2087","2101","14","24","10.1109/JIOT.2020.3038468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098792730&doi=10.1109%2fJIOT.2020.3038468&partnerID=40&md5=c46a8cbe793abe79814bbe561f5a837b","With the tremendous pervasion of location-based services (LBSs) in vehicular networks, the location privacy of vehicles has become an utmost concern. K-anonymity is one of the most popular privacy protection solutions, in which the real location of the request vehicle (RV) can be covered by a cloaking area including the location of k-1 cooperative vehicles (CVs). However, K-anonymity assumes all CVs are always honest and thus offering opportunities for dishonest CVs to provide false location information. To combat such threats, we propose a trusted cloaking area construction (TCAC) scheme based on the trust mechanism to protect the location privacy of vehicles. In this article, the trust value is not only used to identify dishonest CVs, but also utilized to decide the LBS request of RV. A low trust value will make the LBS request be rejected due to dishonest and selfish cooperative behaviors when the RV has played the role of CV. To deal with the massive trust requirements caused by frequent vehicle movement, edge computing is employed to assist trust value evaluation. Moreover, traditional central and distributed trust data management may be unsuitable for vehicular networks. We also propose a blockchain-based trust data management method by combining vehicular regions partition, so as to rapidly evaluate trust value during the cloaking area construction. The security analysis and simulation results indicate that our proposed scheme is resilient to suppress dishonest CVs, inspire selfish CVs, and protect the location privacy of vehicles effectively, whereas the required computation time and communication cost are both limited. © 2014 IEEE.","Blockchain; edge computing; privacy protection; trust; vehicular networks","Behavioral research; Blockchain; Information management; Location; Military vehicles; Privacy by design; Telecommunication services; Co-operative behaviors; Communication cost; Cooperative vehicles; Location information; Location privacy protection; Privacy protection; Vehicle movements; Vehicular networks; Location based services","Article","Final","","Scopus","2-s2.0-85098792730"
"Thomas R.; Anitha V.S.","Thomas, Rene (57219297176); Anitha, V.S. (57213064408)","57219297176; 57213064408","Reliable and Privacy Preserving Blockchain Based Medical Data Sharing Digital Ledger","2021","Lecture Notes in Electrical Engineering","673","","","135","148","13","1","10.1007/978-981-15-5546-6_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092087902&doi=10.1007%2f978-981-15-5546-6_12&partnerID=40&md5=e026e14837da9a62c37d5be7a0e0cc45","Secure sharing of health-care details along electronic media are challenging and yet an inevitable thing in the digital era. As valetudinarians pass between contributors, patients medical documents become disseminated across different organizations, resulting from drastic ethical issues to reliability and security. The decentralized and distributed mechanism of the blockchain gives a new stance to the digital frugality. Blockchain permits neither the entrant needs to know each other, and nor does it require third-party certification bodies to engage. It ensures data reliability and security through cryptographic algorithms and consensus used by the blockchain technology medical data sharing digital ledger using blockchain. In this paper, we use a private blockchain which makes use of ethereum and hyperledger fabric smart contract. Medical data services can be accessed by only those who have permission to ingress. The System uses a secure hash algorithm, proof of stake (PoS) consensus algorithm used for data provenance and thus it makes the block with tamper proof medical records than existing systems. Here the access granted for valid users only. Blockchain enhances security, anonymity, and privacy for medical assets. © 2021, The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Anonymity; Blockchain; Cryptography; Digital ledger; Ethereum smart contract; Hyper-ledger fabric; Proof of stake (PoS)","Blockchain; Hash functions; Microelectronics; Consensus algorithms; Cryptographic algorithms; Electronic media; Existing systems; Medical documents; Privacy preserving; Secure hash algorithm; Third party certification; Data Sharing","Conference paper","Final","","Scopus","2-s2.0-85092087902"
"Loukil F.; Ghedira-Guegan C.; Boukadi K.; Benharkat A.-N.","Loukil, Faiza (57194766780); Ghedira-Guegan, Chirine (9638701200); Boukadi, Khouloud (24400647700); Benharkat, Aïcha-Nabila (8618966800)","57194766780; 9638701200; 24400647700; 8618966800","Privacy-preserving iot data aggregation based on blockchain and homomorphic encryption","2021","Sensors","21","7","2452","","","","19","10.3390/s21072452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103491184&doi=10.3390%2fs21072452&partnerID=40&md5=7c83b00e5dc483add09b9020e8ea3657","Data analytics based on the produced data from the Internet of Things (IoT) devices is expected to improve the individuals’ quality of life. However, ensuring security and privacy in the IoT data aggregation process is a non-trivial task. Generally, the IoT data aggregation process is based on centralized servers. Yet, in the case of distributed approaches, it is difficult to coordinate several untrustworthy parties. Fortunately, the blockchain may provide decentralization while overcoming the trust problem. Consequently, blockchain-based IoT data aggregation may become a reasonable choice for the design of a privacy-preserving system. To this end, we propose PrivDA, a Privacy-preserving IoT Data Aggregation scheme based on the blockchain and homomorphic encryption technologies. In the proposed system, each data consumer can create a smart contract and publish both terms of service and requested IoT data. Thus, the smart contract puts together into one group potential data producers that can answer the consumer’s request and chooses one aggregator, the role of which is to compute the group requested result using homomorphic computations. Therefore, group-level aggregation obfuscates IoT data, which complicates sensitive information inference from a single IoT device. Finally, we deploy the proposal on a private Ethereum blockchain and give the performance evaluation. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Blockchain technology; Data aggregation; Homomorphic encryption technology; Internet of Things; Privacy","Blockchain; Cryptography; Data Analytics; Privacy by design; Centralized server; Distributed approaches; Ho-momorphic encryptions; Internet of thing (IOT); Privacy preserving; Security and privacy; Sensitive informations; Terms of services; adult; article; blockchain; consumer; controlled study; data aggregation; decentralization; human; internet of things; privacy; quality of life; trust; Internet of things","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85103491184"
