"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Benchoufi M.; Porcher R.; Ravaud P.","Benchoufi, Mehdi (55247294500); Porcher, Raphael (55682557800); Ravaud, Philippe (7006328159)","55247294500; 55682557800; 7006328159","Blockchain protocols in clinical trials: Transparency and traceability of consent","2018","F1000Research","6","","66","","","","31","10.12688/f1000research.10531.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084466753&doi=10.12688%2ff1000research.10531.5&partnerID=40&md5=3caea5655d2ef24ba6fc2bb19d2f8092","Clinical trial consent for protocols and their revisions should be transparent for patients and traceable for stakeholders. Our goal is to implement a process allowing for collection of patients' informed consent, which is bound to protocol revisions, storing and tracking the consent in a secure, unfalsifiable and publicly verifiable way, and enabling the sharing of this information in real time. For that, we build a consent workflow using a trending technology called Blockchain. This is a distributed technology that brings a built-in layer of transparency and traceability. From a more general and prospective point of view, we believe Blockchain technology brings a paradigmatical shift to the entire clinical research field. We designed a Proof-of-Concept protocol consisting of time-stamping each step of the patient's consent collection using Blockchain, thus archiving and historicising the consent through cryptographic validation in a securely unfalsifiable and transparent way. For each protocol revision, consent was sought again. We obtained a single document, in an open format, that accounted for the whole consent collection process: a time-stamped consent status regarding each version of the protocol. This document cannot be corrupted and can be checked on any dedicated public website. It should be considered a robust proof of data. However, in a live clinical trial, the authentication system should be strengthened to remove the need for third parties, here trial stakeholders, and give participative control to the peer users. In the future, the complex data flow of a clinical trial could be tracked by using Blockchain, which core functionality, named Smart Contract, could help prevent clinical trial events not occurring in the correct chronological order, for example including patients before they consented or analysing case report form data before freezing the database. Globally, Blockchain could help with reliability, security, transparency and could be a consistent step toward reproducibility. © 2018 Benchoufi M et al.","Blockchain; Clinical trial; Consent; E-consent; Reliability; Reproducibility; Smart contract; Transparency","adult; article; blockchain; case report; clinical article; clinical research; controlled clinical trial; female; freezing; human; informed consent; male; prevention; proof of concept; reliability; reproducibility; workflow","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084466753"
"Albalwy F.; Brass A.; Davies A.","Albalwy, Faisal (57331483800); Brass, Andrew (7007146387); Davies, Angela (57208076958)","57331483800; 7007146387; 57208076958","A Blockchain-based dynamic consent architecture to support clinical genomic data sharing (ConsentChain): Proof-of-concept study","2021","JMIR Medical Informatics","9","11","e27816","","","","6","10.2196/27816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118955327&doi=10.2196%2f27816&partnerID=40&md5=308a4c348bd1a6ad6cc3049b9fcff3aa","Background: In clinical genomics, sharing of rare genetic disease information between genetic databases and laboratories is essential to determine the pathogenic significance of variants to enable the diagnosis of rare genetic diseases. Significant concerns regarding data governance and security have reduced this sharing in practice. Blockchain could provide a secure method for sharing genomic data between involved parties and thus help overcome some of these issues. Objective: This study aims to contribute to the growing knowledge of the potential role of blockchain technology in supporting the sharing of clinical genomic data by describing blockchain-based dynamic consent architecture to support clinical genomic data sharing and provide a proof-of-concept implementation, called ConsentChain, for the architecture to explore its performance. Methods: The ConsentChain requirements were captured from a patient forum to identify security and consent concerns. The ConsentChain was developed on the Ethereum platform, in which smart contracts were used to model the actions of patients, who may provide or withdraw consent to share their data; the data creator, who collects and stores patient data; and the data requester, who needs to query and access the patient data. A detailed analysis was undertaken of the ConsentChain performance as a function of the number of transactions processed by the system. Results: We describe ConsentChain, a blockchain-based system that provides a web portal interface to support clinical genomic sharing. ConsentChain allows patients to grant or withdraw data requester access and allows data requesters to query and submit access to data stored in a secure off-chain database. We also developed an ontology model to represent patient consent elements into machine-readable codes to automate the consent and data access processes. Conclusions: Blockchains and smart contracts can provide an efficient and scalable mechanism to support dynamic consent functionality and address some of the barriers that inhibit genomic data sharing. However, they are not a complete answer, and a number of issues still need to be addressed before such systems can be deployed in practice, particularly in relation to verifying user credentials. © Faisal Albalwy, Andrew Brass, Angela Davies. Originally published in JMIR Medical Informatics (https://medinform.jmir.org),03.11.2021. This is an open-access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work, first published in JMIR Medical Informatics, is properly cited. The complete bibliographic information, a link to the original publication on https://medinform.jmir.org/, as well as this copyright and license information must be included.","Blockchain; Clinical genomics; Data sharing; Dynamic consent; Smart contracts","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85118955327"
"Xu Z.; Jiao T.; Wang Z.; Wen S.; Chen S.; Xiang Y.","Xu, Zhiyu (57210204431); Jiao, Tengyun (57210208533); Wang, Ziyuan (57191430526); Wen, Sheng (37108669800); Chen, Shiping (57842429700); Xiang, Yang (57114147900)","57210204431; 57210208533; 57191430526; 37108669800; 57842429700; 57114147900","AC2M: An automated consent management model for blockchain financial services platform","2021","Proceedings - 2021 IEEE International Conference on Smart Data Services, SMDS 2021","","","","33","41","8","2","10.1109/SMDS53860.2021.00015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125843795&doi=10.1109%2fSMDS53860.2021.00015&partnerID=40&md5=0697841c9302555858ff43a0877607fb","There is a trend in Open APIs and data sharing to provide better and innovative financial services. Data regulations aim to improve consumers’ privacy and control over their data. However, it still confronts the challenges of properly managing and protecting users’ privacy in such an open data sharing paradigm. This paper proposes an automated consent management model based on blockchain technology for various coming financial services. We employ the Proof of Authority consensus mechanism to balance the business flexibility and efficiency with client privacy control. Our model enables automated, transparent, and accountable management for consumer consents in financial services. We implement a proof of concept prototype to demonstrate the feasibility and applicability of our model. Performance testing is also conducted to demonstrate the feasibility and efficiency from the performance viewpoint. ©2021 IEEE","Blockchain; Consent Management; Data Sharing; Financial Service; Privacy","Automation; Data privacy; Efficiency; Finance; Open Data; Block-chain; Consent managements; Data regulations; Data Sharing; Financial service; Management Model; Open API; Open datum; Privacy; Service platforms; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85125843795"
"Suresh A.; Nair A.R.; Lal A.; Mohana Kumaran S.; Sarath G.","Suresh, Arjun (58460676400); Nair, Akshay R (57219278206); Lal, Aravind (57219281976); Mohana Kumaran, S. (57219278550); Sarath, Greeshma (56349916900)","58460676400; 57219278206; 57219281976; 57219278550; 56349916900","A Hybrid Proof based Consensus Algorithm for Permission less Blockchain","2020","Proceedings of the 2nd International Conference on Inventive Research in Computing Applications, ICIRCA 2020","","","9183109","707","713","6","4","10.1109/ICIRCA48905.2020.9183109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092036957&doi=10.1109%2fICIRCA48905.2020.9183109&partnerID=40&md5=029fb5e33757d58c6218dd6522444957","Digital growth with latest technologies have rendered more comfort to end-users in terms of online transactions. But such online transactions have paved for a steep increase in the crime rate with more fraudulent activities. Major cryptocurrencies such as Bitcoin and Ethereum play a major role in handling such illegal behavior of hackers. Blockchain is the basic concept of cryptocurrencies. It is realized as an immutable ledger which implements transactions in a decentralized manner. As the network is decentralized; achieving consensus between each node can be quite a difficult task. Fortunately, this problem can be solved with the help of consensus algorithms. There are numerous ways in which consensus can be achieved. However, in this paper, on proof-based consensus methods are primarily focused on. The majorities of the proof-based consensus algorithms are susceptible to a 51% attack and also lead to high transaction times. These problems can be overcome using a modified approach on an already existing hybrid proof-based algorithm known as '2-hop blockchain'. © 2020 IEEE.","Bitcoin; Blockchain; Consensus; Ethereum; Proof-based","Cryptocurrency; Personal computing; Basic concepts; Consensus algorithms; Consensus methods; Digital growth; End users; Latest technology; Online transaction; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85092036957"
"Pichaibunditkun T.; Joseph F.J.J.","Pichaibunditkun, Thansinee (58479091600); Joseph, Ferdin Joe John (38661195200)","58479091600; 38661195200","Private Permission Blockchain for Optimized Invoice Management System","2023","2023 8th International Conference on Business and Industrial Research, ICBIR 2023 - Proceedings","","","","1318","1322","4","0","10.1109/ICBIR57571.2023.10147735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164287182&doi=10.1109%2fICBIR57571.2023.10147735&partnerID=40&md5=8313009a46b7181051b999d5a472ca97","Blockchain technology has become popular in the recent years due to Bitcoin and Ethereum which are potential in terms of security, transparency and sharing in the same network by Peer-To-Peer network. Though this technology has high costing, it is worth to use in the businesses to reduce fraudulences from inside and outside of organization. Invoice system is a technology that all companies invest to protect the data of invoice management because it is important for analysis by the trends of business each year. In this paper the use of blockchain technology to protect the data of invoice by developing the invoice management system with smart contract for invoice rules to approve, reject, and to protect the data is proposed to find out changes of invoice in blockchain network system by a web application in intranet to manage the limitation of small business. The conceptual framework and the output obtained by the developed system shows the feasibility to develop a private blockchain system for invoice management.  © 2023 IEEE.","Blockchain for invoice; Blockchain technology; FinTech; Hyperledger Besu; Private blockchain","Distributed computer systems; Distributed ledger; Information management; Peer to peer networks; Block-chain; Blockchain for invoice; Blockchain technology; Hyperledg besu; Invoice systems; Management systems; Peer-to-peer networks; Private blockchain; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85164287182"
"Kim H.; Lee S.; Kwon H.; Kim E.","Kim, Heongkyun (57429435200); Lee, Sangmin (57188673250); Kwon, Hyunwoo (57429610000); Kim, Eunmin (57429790300)","57429435200; 57188673250; 57429610000; 57429790300","Design and Implementation of a Personal Health Record Platform Based on Patient-consent Blockchain Technology","2021","KSII Transactions on Internet and Information Systems","15","12","","4400","4419","19","4","10.3837/TIIS.2021.12.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123638269&doi=10.3837%2fTIIS.2021.12.008&partnerID=40&md5=1a11b617b49b27a0af51ee5441402d41","In the 4th Industrial Revolution, the healthcare industry is undergoing a paradigm shift from post-care and management systems based on diagnosis and treatment to disease prevention and management based on personal precision medicine. To optimize medical services for individual patients, an open ecosystem for the healthcare industry that allows the exchange and utilization of personal health records (PHRs) is required. However, under the current system of hospital-centered data management, it is difficult to implement the linking and sharing of PHRs in practice. To address this problem, in this study, we present the design and implementation of a patient-centered PHR platform using blockchain technology. This platform achieved transparency and reliability in information management by eliminating the risk of leakage and tampering/altering personal information, which could occur when using a PHR. In addition, the patient-consent system was applied to a PHR; thus, the patient acted as the user with ownership. The proposed blockchain-based PHR platform enables the integration of personal medical information with scattered distribution across multiple hospitals, and allows patients to freely use their health records in their daily lives and emergencies. The proposed platform is expected to serve as a stepping stone for patient-centered healthcare data management and utilization. © 2021 KSII.","Blockchain; Hyperledger Fabric; On-Chain/Off-Chain; Patient Consent; Personal Health Record","Diagnosis; Distributed ledger; Health care; Hospitals; Information management; Block-chain; Design and implementations; Disease prevention; Healthcare industry; Hyperledg fabric; Management systems; On-chain/off-chain; Paradigm shifts; Patient consent; Personal health record; Blockchain","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85123638269"
"Albanese G.; Calbimonte J.-P.; Schumacher M.; Calvaresi D.","Albanese, Giuseppe (57202791188); Calbimonte, Jean-Paul (36719884300); Schumacher, Michael (22235461500); Calvaresi, Davide (56358489700)","57202791188; 36719884300; 22235461500; 56358489700","Dynamic consent management for clinical trials via private blockchain technology","2020","Journal of Ambient Intelligence and Humanized Computing","11","11","","4909","4926","17","42","10.1007/s12652-020-01761-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079720599&doi=10.1007%2fs12652-020-01761-1&partnerID=40&md5=611a974a656a255f461c81df75869db6","Clinical trials (CTs) are essential for the advancement of medical research, paving the way for the development and adoption of new treatments, and contributing to the evolution of healthcare. An essential factor for the success of a CT is the appropriate management of its participants and their personal data. According to the current regulations, collecting and using personal data from participants must comply with rigorous standards. Therefore, healthcare institutes need to obtain freely given, specific, informed, and unambiguous consent before being able to collect the data. Some of the major limitations of the current technological solutions are the lack of control over the granularity of consent grants, as well as the difficulty of handling dynamic changes of consent over time. In this paper, we present SCoDES, an approach for trusted and decentralized management of dynamic consent in clinical trials, based on blockchain technology (BCT). The usage of blockchain provides a set of features that allow maintaining consent information with trust guarantees while avoiding the need for a dedicated or centralized third trusted party. We provide a full implementation of SCoDES, made available as a self-contained infrastructure, with the possibility to interact with external services, and using hyperledger as a blockchain framework. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","Blockchain; Clinical trials; Dynamic consent management; Trust","Clinical research; Health care; Infrastructure as a service (IaaS); Clinical trial; Current regulations; Decentralized management; Dynamic consents; Handling dynamics; Technological solution; Third trusted parties; Trust; Blockchain","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85079720599"
"Gilda S.; Mehrotra M.","Gilda, Shlok (57196079349); Mehrotra, Maanav (57203914436)","57196079349; 57203914436","Blockchain for Student Data Privacy and Consent","2018","2018 International Conference on Computer Communication and Informatics, ICCCI 2018","","","8441445","","","","21","10.1109/ICCCI.2018.8441445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053499107&doi=10.1109%2fICCCI.2018.8441445&partnerID=40&md5=39bb88bd9055b4b70c3f749b97ec8ad8","Current methods for obtaining data consent from legal guardians are limited to paper forms and human data entry. While this classic method of granting consent is familiar to the parties involved, it involves little accountability or ongoing access oversight. Parents are asked to sign multiple permission forms, but are not given an efficient manner by which they can differentiate between fields for consent nor keep track of usage. Blockchain technology represents a promising approach for developing 'smart contracts', digital promises to be executed without reliance upon a legal intermediary. Utilizing Hyperledger Fabric and Hyperledger Composer, we propose a framework of nested authorization, allowing a public school data administrator the ability to grant authorization rights to a third party afterschool intervention program and their volunteers, who meet with parents and obtain consent for data access rights relying on smart contracts. These data consent signatures allow researchers the ability to design targeted inventions, meeting the needs of the community. © 2018 IEEE.","Blockchain; Data consent; Data privacy; Smart contract","Blockchain; Public administration; Data administrators; Data consent; Intervention programs; Keep track of; Paper forms; Public schools; Smart contracts; Third parties; Data privacy","Conference paper","Final","","Scopus","2-s2.0-85053499107"
"Gajek S.; Lewandowsky M.","Gajek, Sebastian (8662537500); Lewandowsky, Marco (57222619722)","8662537500; 57222619722","Trustless, Censorship-Resilient and Scalable Votings in the Permission-Based Blockchain Model","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12480 LNCS","","","54","65","11","0","10.1007/978-3-030-71593-9_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103503152&doi=10.1007%2f978-3-030-71593-9_5&partnerID=40&md5=86fb6070e20cbbf08aaa8098ea929d3f","Voting systems are the tool of choice when it comes to settle an agreement of different opinions. We propose a solution for a trustless, censorship-resilient and scalable electronic voting platform. By leveraging the blockchain together with the functional encryption paradigm, we fully decentralize the system and reduce the risks that a voting provider, like a corrupt government, does censor or manipulate the outcome. © 2021, Springer Nature Switzerland AG.","Blockchain; Functional encryption; Hyperledger; Voting","Blockchain; Cryptography; Functional encryptions; Voting systems; Electronic voting","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85103503152"
"Hyla T.; Pejas J.","Hyla, Tomasz (55751579100); Pejas, Jerzy (55445642200)","55751579100; 55445642200","eHealth integrity model based on a permission blockchain","2019","Proceedings - 2019 Cybersecurity and Cyberforensics Conference, CCC 2019","","","8854534","172","177","5","4","10.1109/CCC.2019.00013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073880874&doi=10.1109%2fCCC.2019.00013&partnerID=40&md5=d7bf6ab44b990b92f19d36132460e565","Large eHealth systems should have a mechanism to detect unauthorized changes in patient's medical documentation, access permissions, and logs. This is due to the fact, that the modern eHealth systems interconnect many healthcare providers and many healthcare sites. One of the most promising technologies for implementing integrity protection service is blockchain technology. In this paper, we propose Blockchain based eHealth Integrity Model for ensuring integrity of information in eHealth systems that uses a permissioned blockchain with off-chain storage of information. In contrast to existing solutions, our model allows removing of information, which in many countries' eHealth systems is a legal requirement. Moreover, our proposal can be easily integrated using service oriented architecture, which lowers costs and efforts of systems deployment. The paper also discuss several security problems related to blockchains that must be considered during blockchain development in eHealth systems. © 2019 IEEE.","Blockchain; eHealth; Integrity; Proof of existence; Transactional transparency","Blockchain; Information services; Service oriented architecture (SOA); Access permissions; Health care providers; Integrity; Integrity protection services; Legal requirements; Medical documentation; Proof of existence; Security problems; eHealth","Conference paper","Final","","Scopus","2-s2.0-85073880874"
"Zhang L.; Zou Y.; Yousuf M.H.; Wang W.; Jin Z.; Su Y.; Seokhoon K.","Zhang, Lejun (23391444800); Zou, Yanfei (57222406679); Yousuf, Muhammad Hassam (57753778600); Wang, Weizheng (57218936256); Jin, Zilong (55204808500); Su, Yansen (55620136600); Seokhoon, Kim (57755105000)","23391444800; 57222406679; 57753778600; 57218936256; 55204808500; 55620136600; 57755105000","BDSS: Blockchain-based Data Sharing Scheme With Fine-grained Access Control And Permission Revocation In Medical Environment","2022","KSII Transactions on Internet and Information Systems","16","5","","1634","1652","18","13","10.3837/TIIS.2022.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132433504&doi=10.3837%2fTIIS.2022.05.012&partnerID=40&md5=ef27589d4b764f2ddb59f218ad878a7a","Due to the increasing need for data sharing in the age of big data, how to achieve data access control and implement user permission revocation in the blockchain environment becomes an urgent problem. To solve the above problems, we propose a novel blockchain-based data sharing scheme (BDSS) with fine-grained access control and permission revocation in this paper, which regards the medical environment as the application scenario. In this scheme, we separate the public part and private part of the electronic medical record (EMR). Then, we use symmetric searchable encryption (SSE) technology to encrypt these two parts separately, and use attribute-based encryption (ABE) technology to encrypt symmetric keys which used in SSE technology separately. This guarantees better fine-grained access control and makes patients to share data at ease. In addition, we design a mechanism for EMR permission grant and revocation so that hospital can verify attribute set to determine whether to grant and revoke access permission through blockchain, so it is no longer necessary for ciphertext re-encryption and key update. Finally, security analysis, security proof and performance evaluation demonstrate that the proposed scheme is safe and effective in practical applications.  Copyright © 2022 KSII.","access control; blockchain; data sharing; medical environment; permission revocation","Access control; Cryptography; Medical computing; Medical problems; Block-chain; Data Sharing; Encryption technologies; Fine grained; Medical environment; Medical record; Permission revocation; Searchable encryptions; Sharing schemes; Symmetrics; Blockchain","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85132433504"
"Daraghmi E.-Y.; Daraghmi Y.-A.; Yuan S.-M.","Daraghmi, Eman-Yasser (43260969300); Daraghmi, Yousef-Awwad (55611420300); Yuan, Shyan-Ming (57135992000)","43260969300; 55611420300; 57135992000","UniChain: A design of blockchain-based system for electronic academic records access and permissions management","2019","Applied Sciences (Switzerland)","9","22","4966","","","","30","10.3390/APP9224966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079642730&doi=10.3390%2fAPP9224966&partnerID=40&md5=4e2f4007b50a7bdc4a5a65e5462ca243","Although blockchain technology was first introduced through Bitcoin, extending its usage to non-financial applications, such as managing academic records, is a new mission for recent research to balance the needs for increasing data privacy and the regular interaction among students and universities. In this paper, a design for a blockchain-based system, namely UniChain, for managing Electronic Academic Records (EARs) is proposed. UniChain is designed to improve the current management systems as it provides interoperable, secure, and eective access to EARs by students, universities, and other third parties, while keeping the students' privacy. UniChain employs timed-based smart contracts for governing transactions and controlling access to EARs. It adopts advanced encryption techniques for providing further security. This work proposes a new incentive mechanism that leverages the degree of universities regarding their eorts on maintaining academic records and creating new blocks. Extensive experiments were conducted to evaluate the UniChain performance, and the results indicate the eciency of the proposal in handling a large dataset at low latency. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Blockchain; Electronic academic records; Incentive mechanism; Permission management; Proof of authority; Smart contracts","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85079642730"
"Porsdam Mann S.; Savulescu J.; Ravaud P.; Benchoufi M.","Porsdam Mann, Sebastian (57193553458); Savulescu, Julian (17636214600); Ravaud, Philippe (7006328159); Benchoufi, Mehdi (55247294500)","57193553458; 17636214600; 7006328159; 55247294500","Blockchain, consent and prosent for medical research","2021","Journal of Medical Ethics","47","4","","244","250","6","18","10.1136/medethics-2019-105963","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084684439&doi=10.1136%2fmedethics-2019-105963&partnerID=40&md5=32dfe63639eed44848419aea0d34cd5d","Recent advances in medical and information technologies, the availability of new types of medical data, the requirement of increasing numbers of study participants, as well as difficulties in recruitment and retention, all present serious problems for traditional models of specific and informed consent to medical research. However, these advances also enable novel ways to securely share and analyse data. This paper introduces one of these advances - blockchain technologies - and argues that they can be used to share medical data in a secure and auditable fashion. In addition, some aspects of consent and data collection, as well as data access management and analysis, can be automated using blockchain-based smart contracts. This paper demonstrates how blockchain technologies can be used to further all three of the bioethical principles underlying consent requirements: the autonomy of patients, by giving them much greater control over their data; beneficence, by greatly facilitating medical research efficiency and by reducing biases and opportunities for errors; and justice, by enabling patients with rare or under-researched conditions to pseudonymously aggregate their data for analysis. Finally, we coin and describe the novel concept of prosent, by which we mean the blockchain-enabled ability of all stakeholders in the research process to pseudonymously and proactively consent to data release or exchange under specific conditions, such as trial completion.  © 2021 Author(s).","autonomy; confidentiality/privacy; information technology; informed consent; public health ethics","adult; article; beneficence; blockchain; confidentiality; human; information technology; informed consent; justice; medical research; privacy; public health","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85084684439"
"Shi J.; Li R.; Hou W.","Shi, Jinshan (57197869661); Li, Ru (55491311600); Hou, Wenhan (57226371785)","57197869661; 55491311600; 57226371785","A Mechanism to Resolve the Unauthorized Access Vulnerability Caused by Permission Delegation in Blockchain-Based Access Control","2020","IEEE Access","8","","9174726","156027","156042","15","10","10.1109/ACCESS.2020.3018783","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090950440&doi=10.1109%2fACCESS.2020.3018783&partnerID=40&md5=e60ee0581a0630495bc888014cde7b56","Permission delegation in access control provides the subject with a second method to obtain object permissions in addition to permission granting. It is especially applicable when the owner and manager of the object are inconsistent. With the development of the Internet of Things, there are more and more scenes where object owners and managers are inconsistent, but the research on permission delegation in access control based on blockchain is not perfect. Therefore, once implemented in these blockchain-based access control algorithms, the permission delegation tends to have an unauthorized access. Based on the analysis of the causes for the unauthorized access vulnerability, this paper proposes a token-constrained permission delegation algorithm (TCPDA), which converts the access control policy corresponding to permissions into constraints for permission use, embeds the constraints in the permission token, and forms constraints on the transfer of tokens. Only subjects that meet the constraint conditions can receive tokens, thereby solving unauthorized access vulnerability caused by permission delegation. Since not all access control models can transform strategies into constraints and integrate them into blockchain tokens, this paper also proposes a permission delegation algorithm for decision-making entities to make desirable decisions. Finally, the security analysis shows that the two proposed schemes can overcome the unauthorized access vulnerability caused by permission delegation, and the algorithm performance is analyzed through experiments. © 2013 IEEE.","Access control; blockchain; permission delegation; unauthorized access vulnerability","Blockchain; Decision making; Managers; Access control models; Access control policies; Algorithm performance; Constraint conditions; Decision-making entities; Security analysis; Unauthorized access; Access control","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85090950440"
"Calani M.; Denaro G.; Leporati A.","Calani, Massimiliano (57259353300); Denaro, Giovanni (6602786647); Leporati, Alberto (8658058200)","57259353300; 6602786647; 8658058200","Exploiting the blockchain to guarantee GDPR compliance while consents evolve under data owners' control","2021","CEUR Workshop Proceedings","2940","","","331","343","12","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114927715&partnerID=40&md5=23214413d66ff9431a69dd41baec78b3","The last 20 years have seen increasingly wide spread of online services, including the advent of social media, and therefore increasingly massive sharing of personal data between users and companies, thus underscoring the importance of protecting the privacy of any involved personal data and avoid abuses. In 2018 the General Data Protection Regulation (GDPR) came into force, committing companies to comply with lawful rules that stress their role and responsibilities in protecting the privacy of the legal persons that share personal data with them. In this paper we address the crucial challenges that companies face to achieve compliance with GDPR, and specifically to i) let data owners full visibility and control on the consents related to their own personal data, and ii) design services that can cope with consents that may change or be revoked dynamically. We propose a solution that relies on the blockchain technology to let data owners grant, access and rectify their consents in a decentralized peer-to-peer fashion, while guaranteeing consensual agreement of data owners and companies on the status of the relevant consents at any time. Although blockchains let all users access all contents freely, our solution suitably exploits encryption to both guarantee the integrity of the consents, and avoid any disclosure to third parties. At the company side, our approach settles a compliance broker that works in a publish-subscribe style to assist services in controlling their compliance to GDPR while the status of consents evolves on the blockchain. © 2021 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).","Blockchain; Consents; GDPR; Privacy","Blockchain; Compliance control; Cryptography; Data Sharing; Design services; General data protection regulations; On-line service; Peer-to-peer fashion; Publish-subscribe; Third parties; Users access; Wide spreads; Privacy by design","Conference paper","Final","","Scopus","2-s2.0-85114927715"
"Heiss J.; Ulbricht M.-R.; Eberhardt J.","Heiss, Jonathan (57206657946); Ulbricht, Max-R. (56160492600); Eberhardt, Jacob (57189049347)","57206657946; 56160492600; 57189049347","Put Your Money Where Your Mouth Is - Towards Blockchain-based Consent Violation Detection","2020","IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2020","","","9169455","","","","5","10.1109/ICBC48266.2020.9169455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091476290&doi=10.1109%2fICBC48266.2020.9169455&partnerID=40&md5=25fe415256ba389b5cdb3bbcf78cbc03","Faulty access control in API-based multi-service setups can lead to violations of consent declarations through unauthorized Third Parties. This threatens Service Providers to lose the trust of their Service Consumers and to be exposed to sensitive fines as defined by the GDPR.Addressing this problem, in this paper, we propose a novel, blockchain-based approach for enabling economically motivated and technically mediated detection of violations of consent declarations in multi-service setups and derive its legal viability from a thorough analysis of the GDPR. The herein introduced Violation Detection mechanism allows for a censorship-resistant and publicly verifiable detection of violations to registered Consent Policies based on off-chain computed violation claims utilizing non-interactive zero-knowledge proofs. The corresponding System Design specifies all required roles and artifacts to integrate the Violation Detection mechanism with standard procedures for consent-based access control. The integration of our system supports Service Providers to fulfill legal requirements and, therefore, paves the way towards automated policy violation detection within GDPR-compliant consent-based access control solutions. © 2020 IEEE.","Access Control; Blockchain; Compliance; Consent Violation; Detection Mechanism; GDPR; Incentive; Privacy","Access control; Application programming interfaces (API); Blockchain; Chromium compounds; Cryptocurrency; Censorship resistants; Control solutions; Legal requirements; Non-interactive zero-knowledge proofs; Publicly verifiable; Service consumers; Standard procedures; Violation detections; Crime","Conference paper","Final","","Scopus","2-s2.0-85091476290"
"Verdonck M.; Poels G.","Verdonck, Michaël (56418055300); Poels, Geert (6602187929)","56418055300; 6602187929","Architecture and value analysis of a blockchain-based electronic health record permission management system","2020","CEUR Workshop Proceedings","2574","","","16","24","8","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082392142&partnerID=40&md5=e54e7d8ce1e2b9af9d86f0d0b55cf237","Adopting healthcare information systems and electronic health records (EHRs) result in various benefits for the healthcare sector such as real-time decision support and availability of critical medical information. Despite the many benefits that are associated with adopting EHRs, the transition to digitally stored and shared records hold various challenges regarding the privacy and security of medical data. This paper aims to offer an alternative design to manage EHRs with blockchain technology, where the emphasis of our design lies in adopting blockchain and smart contracts as a permission management database. We present a general overview of the architecture of our blockchain-based EHR permission management system and describes the value exchanges that take place between the different parties participating in the EHR ecosystem in which our blockchain-based system is to be implemented. Copyright © 2020 for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).","","Blockchain; Computer architecture; Decision support systems; eHealth; Medical computing; Ontology; Real time systems; Records management; Alternative designs; Electronic health record; Electronic health record (EHRs); Health care information system; Management database; Medical information; Privacy and security; Real time decisions; Medical information systems","Conference paper","Final","","Scopus","2-s2.0-85082392142"
