Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
9,"T Rupasinghe, F Burstein, C Rudolph",Blockchain based Dynamic Patient Consent: A Privacy-Preserving Data Acquisition Architecture for Clinical Data Analytics.,2019,ICIS,researchmgt.monash.edu,https://researchmgt.monash.edu/ws/portalfiles/portal/300431085/300350057_oa.pdf,"https://scholar.google.com/scholar?cites=1288462138014750421&as_sdt=2005&sciodt=0,5&hl=en",75,2022-05-23 9:55:50,PDF,,,,,,,,9,3,3,3,3,"… privacy-preserving data sharing on distributed and decentralized environments. Therefore, to cater the requirement of privacy-preserving data acquisition for clinical data … blockchain …",https://researchmgt.monash.edu/ws/portalfiles/portal/300431085/300350057_oa.pdf,"https://scholar.google.com/scholar?q=related:1dbo6nyJ4REJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
9,"M Ghadamyari, S Samet",Privacy-preserving statistical analysis of health data using paillier homomorphic encryption and permissioned blockchain,2019,… Conference on Big Data (Big Data),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9006231/,"https://scholar.google.com/scholar?cites=4339219390162893995&as_sdt=2005&sciodt=0,5&hl=en",131,2022-05-23 9:55:50,,,,,,,,,9,3,5,2,3,"… data. We aimed to increase the accuracy of data analysis protocols while preserving the privacy of patients… To achieve this goal, we leveraged the blockchain technology and the Paillier …",https://scholar.uwindsor.ca/cgi/viewcontent.cgi?article=9144&context=etd,"https://scholar.google.com/scholar?q=related:q3wlkQsBODwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
9,"J Park, H Kim, G Kim, J Ryou",Smart contract data feed framework for privacy-preserving oracle system on blockchain,2020,Computers,mdpi.com,https://www.mdpi.com/938288,"https://scholar.google.com/scholar?cites=18083644004018125747&as_sdt=2005&sciodt=0,5&hl=en",72,2022-05-23 9:55:50,,,,,,,,,9,4.5,2,4,2,"… blockchain-based applications and research such as cryptocurrency increase, an oracle problem to bring external data in the blockchain … supporting privacy protection for external data, …",https://www.mdpi.com/2073-431X/10/1/7/pdf,"https://scholar.google.com/scholar?q=related:s3sfEGkC9voJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
9,"VH Hoang, E Lehtihet, ...",Privacy-preserving blockchain-based data sharing platform for decentralized storage systems,2020,2020 IFIP Networking …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9142779/,"https://scholar.google.com/scholar?cites=13258171772319147495&as_sdt=2005&sciodt=0,5&hl=en",125,2022-05-23 9:55:50,,,,,,,,,9,4.5,3,3,2,… the re-encrypted data. 2) We propose a novel mechanism of hiding auditable data access control lists that are stored on the blockchain and fully managed by the data owners. A user …,http://dl.ifip.org/db/conf/networking/networking2020/1570619958.pdf,"https://scholar.google.com/scholar?q=related:56UxbPt8_rcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
9,"H Mohammadinejad, ...",Privacy Protection in Smart Cities by a Personal Data Management Protocol in Blockchain.,2020,International Journal of …,mecs-press.net,https://www.mecs-press.net/ijcnis/ijcnis-v12-n3/IJCNIS-V12-N3-5.pdf,"https://scholar.google.com/scholar?cites=6360871697539378469&as_sdt=2005&sciodt=0,5&hl=en",152,2022-05-23 9:55:50,PDF,,,,,,,,9,4.5,5,2,2,… Blockchain technology and encrypted currencies have so far … a protocol that converts the blockchain network to an automated … to be used on the blockchain network and attackers are …,https://www.mecs-press.net/ijcnis/ijcnis-v12-n3/IJCNIS-V12-N3-5.pdf,"https://scholar.google.com/scholar?q=related:Ja2riRtbRlgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
9,"Z Chen, W Xu, B Wang, H Yu",A blockchain-based preserving and sharing system for medical data privacy,2021,Future Generation Computer Systems,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X21001734,"https://scholar.google.com/scholar?cites=16108563365438853972&as_sdt=2005&sciodt=0,5&hl=en",9,2022-05-23 9:55:50,,,,,,,,,9,9,2,4,1,"… paper proposed a medical data information system model based on blockchain, Internet of … and sharing of medical data. The contributions and innovations of this work are as follows. …",,"https://scholar.google.com/scholar?q=related:VJPatggdjd8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
9,"W Lu, Z Ren, J Xu, S Chen",Edge blockchain assisted lightweight privacy-preserving data aggregation for smart grid,2021,IEEE Transactions on Network and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9312167/,"https://scholar.google.com/scholar?cites=3745334183168695813&as_sdt=2005&sciodt=0,5&hl=en",128,2022-05-23 9:55:50,,,,,,,,,9,9,2,4,1,"… However, the performance of data aggregation is not improved through … blockchain and edge computing. In this paper, we integrate blockchain and edge computing techniques in data …",,"https://scholar.google.com/scholar?q=related:Bd7lkJgZ-jMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
8,"S Ma, C Guo, H Wang, H Xiao, B Xu, ...",Nudging data privacy management of open banking based on blockchain,2018,… and Networks (I …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8636292/,"https://scholar.google.com/scholar?cites=14752281276843566670&as_sdt=2005&sciodt=0,5&hl=en",47,2022-05-23 9:55:50,,,,,,,,,8,2,1,6,4,… still poses some problems that cannot fully meet the data protection … blockchain-based data privacy management framework. The framework consists of three components: a data privacy …,https://scholars.ln.edu.hk/en/publications/nudging-data-privacy-management-of-open-banking-based-on-blockcha,"https://scholar.google.com/scholar?q=related:TiboDKmhuswJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
8,"I Ochôa, L Calbusch, K Viecelli, ...",Privacy in the Internet of Things: A Study to Protect User's Data in LPR Systems Using Blockchain,2019,"… on Privacy, Security …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8949076/,"https://scholar.google.com/scholar?cites=3903697247355301768&as_sdt=2005&sciodt=0,5&hl=en",112,2022-05-23 9:55:50,,,,,,,,,8,2.67,2,4,3,"… architecture that uses blockchain technology to guarantee the privacy of data captured by LPR … to users is performed through a blockchain. To ensure data privacy and user identity, the …",https://blockhack.osive.com/_downloads/2eb22061614dcc63f3bd6e377cb3d386/68.pdf,"https://scholar.google.com/scholar?q=related:iG9Iu_a3LDYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
8,"KM Lee, I Ra",Data privacy-preserving distributed knowledge discovery based on the blockchain,2020,Information Technology and Management,Springer,https://link.springer.com/article/10.1007/s10799-020-00317-1,"https://scholar.google.com/scholar?cites=7951885931945361734&as_sdt=2005&sciodt=0,5&hl=en",10,2022-05-23 9:55:50,,10.1007/s10799-020-00317-1,,,,,,,8,4,4,2,2,… Here we propose a blockchain-based method to discourage the participants to cheat or be … data privacy. The proposed method gives penalty to the betraying parties in the data privacy-…,,"https://scholar.google.com/scholar?q=related:RoEHzB_GWm4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
8,"P Moriggl, PM Asprion, B Schneider",Blockchain technologies towards data privacy—hyperledger sawtooth as unit of analysis,2021,New Trends in Business Information …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-48332-6_20,"https://scholar.google.com/scholar?cites=2507852262123357504&as_sdt=2005&sciodt=0,5&hl=en",15,2022-05-23 9:55:50,,10.1007/978-3-030-48332-6_20,,,,,,,8,8,3,3,1,"… —data privacy and blockchain—are elaborated in Sect. 2. In Sect. 3, we discuss the characteristics forming the morphological box; as baseline, we use blockchain and data privacy …",https://www.researchgate.net/profile/Petra-Asprion/publication/342784110_Blockchain_Technologies_Towards_Data_Privacy-Hyperledger_Sawtooth_as_Unit_of_Analysis/links/61aa3c1f29948f41dbc0ab9e/Blockchain-Technologies-Towards-Data-Privacy-Hyperledger-Sawtooth-as-Unit-of-Analysis.pdf,"https://scholar.google.com/scholar?q=related:QMUFYViuzSIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
8,"M Soni, DK Singh",Blockchain implementation for privacy preserving and securing the healthcare data,2021,2021 10th ieee international conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9509722/,"https://scholar.google.com/scholar?cites=13792843625669342153&as_sdt=2005&sciodt=0,5&hl=en",85,2022-05-23 9:55:50,,,,,,,,,8,8,4,2,1,"… by medical institutions, which leads to privacy leaks. We will design a medical data sharing and privacy-preserving eHealth framework based on blockchain technology. We combine the …",,"https://scholar.google.com/scholar?q=related:yTOILjMGar8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
7,"P Banerjee, N Nikam, S Ruj",Blockchain enabled privacy preserving data audit,2019,arXiv preprint arXiv:1904.12362,arxiv.org,https://arxiv.org/abs/1904.12362,"https://scholar.google.com/scholar?cites=3080400775697315262&as_sdt=2005&sciodt=0,5&hl=en",140,2022-05-23 9:55:50,,,,,,,,,7,2.33,2,3,3,… blockchain based privacy preserving audit protocol which is resilient even when any two out of the data … We used state channels to minimize blockchain commits thereby improving …,https://arxiv.org/pdf/1904.12362,"https://scholar.google.com/scholar?q=related:vrVGUS_IvyoJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
7,"R Wang, S Yu, Y Li, Y Tang, F Zhang",Medical Blockchain of Privacy Data Sharing Model Based on Ring Signature,2019,Journal of UEST of China,,,"https://scholar.google.com/scholar?cites=9305970437337100720&as_sdt=2005&sciodt=0,5&hl=en",356,2022-05-23 9:55:50,CITATION,,,,,,,,7,2.33,1,5,3,,,"https://scholar.google.com/scholar?q=related:sLHDv85yJYEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
7,"J Liu, G Zhang, R Sun, X Du, ...",A blockchain-based conditional privacy-preserving traffic data sharing in cloud,2020,ICC 2020-2020 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9148864/,"https://scholar.google.com/scholar?cites=5138680689444915418&as_sdt=2005&sciodt=0,5&hl=en",114,2022-05-23 9:55:50,,,,,,,,,7,3.5,1,5,2,… we design a blockchainbased privacy-preserving traffic data sharing … CONDITIONAL PRIVACY-PRESERVING TRAFFIC DATA … a blockchain-based privacypreserving traffic data …,,"https://scholar.google.com/scholar?q=related:2giGdNxCUEcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
7,"I Yilmaz, K Kapoor, A Siraj, M Abouyoussef",Privacy protection of grid users data with blockchain and adversarial machine learning,2021,Proceedings of the 2021 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3445969.3450431,"https://scholar.google.com/scholar?cites=2343395496070594165&as_sdt=2005&sciodt=0,5&hl=en",104,2022-05-23 9:55:50,,10.1145/3445969.3450431,,,,,,,7,7,2,4,1,"… addresses privacy violation of consumers’ energy usage data … for the privacy protection while allowing benefits of energy data … While the AMLODA-B model offers data privacy service, it …",https://arxiv.org/pdf/2101.06308,"https://scholar.google.com/scholar?q=related:db6Jr8lphSAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
7,F Engelmann,"Coloured Ring Confidential Transactions' In: Data Privacy Management, Cryptocurrencies and Blockchain Technology Sep. 6, 2018 (pp. 188-196)",,"Springer, Cham",,,"https://scholar.google.com/scholar?cites=8274475575633975196&as_sdt=2005&sciodt=0,5&hl=en",316,2022-05-23 9:55:50,CITATION,,,,,,,,7,0,7,1,,,,"https://scholar.google.com/scholar?q=related:nBdPLLLX1HIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
7,"G Zyskind, O Nathan",Decentralizing privacy: Using blockchain to protect personal data. in 2015 IEEE Security and Privacy Workshops. 2015,,San Jose: IEEE,,,"https://scholar.google.com/scholar?cites=519942766160783919&as_sdt=2005&sciodt=0,5&hl=en",347,2022-05-23 9:55:50,CITATION,,,,,,,,7,0,4,2,,,,"https://scholar.google.com/scholar?q=related:LyqM6DA1NwcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
6,G Magyar,Blockchain: solving the privacy and research availability tradeoff for EHR data,2017,2017 IEEE 30th Jubilee Neumann Colloquium …,,,"https://scholar.google.com/scholar?cites=11959868971116995975&as_sdt=2005&sciodt=0,5&hl=en",352,2022-05-23 9:55:50,CITATION,,,,,,,,6,1.2,6,1,5,,,"https://scholar.google.com/scholar?q=related:hyWlj3b9-aUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
6,"S Bertram, CP Georg",A privacy-preserving system for data ownership using blockchain and distributed databases,2018,arXiv preprint arXiv:1810.11655,arxiv.org,https://arxiv.org/abs/1810.11655,"https://scholar.google.com/scholar?cites=14519098221462988935&as_sdt=2005&sciodt=0,5&hl=en",169,2022-05-23 9:55:50,,,,,,,,,6,1.5,3,2,4,… We introduce a system that restores a weak notion of data ownership by leveraging new blockchain technologies like decentralized and distributed ledgers and databases. Data …,https://arxiv.org/pdf/1810.11655,"https://scholar.google.com/scholar?q=related:h6hOLegyfskJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
6,"C Esposito, AD Santis, G Tortora, H Chang, KR Choo","Blockchain: A Panacea for Healthcare Cloud-Based Data Security and Privacy? IEEE Cloud Comput. 5 (1), 31–37 (2018)",2018,,,,"https://scholar.google.com/scholar?cites=2695953060267271573&as_sdt=2005&sciodt=0,5&hl=en",355,2022-05-23 9:55:50,CITATION,,,,,,,,6,1.5,1,5,4,,,"https://scholar.google.com/scholar?q=related:laVbSAbzaSUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
6,"Y Hao, C Piao, Y Zhao, X Jiang",Privacy preserving government data sharing based on hyperledger blockchain,2019,International Conference on e-Business …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-34986-8_27,"https://scholar.google.com/scholar?cites=3342241588973260976&as_sdt=2005&sciodt=0,5&hl=en",151,2022-05-23 9:55:50,,10.1007/978-3-030-34986-8_27,,,,,,,6,2,2,4,3,"… of privacy disclosure in government data sharing, this paper attempts to start with the implementation mechanism of blockchain… These bills emphasize that data privacy is a basic right …",,"https://scholar.google.com/scholar?q=related:sNBJaAQHYi4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
6,"LIU Gechang, LI Qiang",BlockChain data privacy protection mechanism based on searchable encryption,2019,Journal of Computer Applications,,,"https://scholar.google.com/scholar?cites=8596534257307482787&as_sdt=2005&sciodt=0,5&hl=en",309,2022-05-23 9:55:50,CITATION,,,,,,,,6,2,3,2,3,,,"https://scholar.google.com/scholar?q=related:o_pJUlwGTXcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
6,"Y Chen, L Meng, H Zhou, G Xue",A Blockchain-Based Medical Data Sharing Mechanism with Attribute-Based Access Control and Privacy Protection,2021,Wireless Communications and …,hindawi.com,https://www.hindawi.com/journals/wcmc/2021/6685762/,"https://scholar.google.com/scholar?cites=11945710707283597057&as_sdt=2005&sciodt=0,5&hl=en",87,2022-05-23 9:55:50,HTML,,,,,,,,6,6,2,4,1,"… [3] are two commonly adopted techniques to protect data privacy. Comparing both, … In this paper, we propose a privacy-preserving scheme based on the blockchain for medical data …",https://www.hindawi.com/journals/wcmc/2021/6685762/,"https://scholar.google.com/scholar?q=related:ARc44Ziwx6UJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"G Zyskind, O Nathan, AS Pentland","Decentralizing Privacy: Using Blockchain to Protect Personal Data.', 2015",2015,IEEE Security and Privacy Workshops,,,"https://scholar.google.com/scholar?cites=8951494420728494073&as_sdt=2005&sciodt=0,5&hl=en",354,2022-05-23 9:55:50,CITATION,,,,,,,,5,0.71,2,3,7,,,"https://scholar.google.com/scholar?q=related:-bdppL8YOnwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"G Guy Zyskind, O Oz Nathan, AS Alex'Sandy'Pentland",Decentralizing privacy: using blockchain to protect personal data,2015,… of the Security and Privacy …,,,"https://scholar.google.com/scholar?cites=3271921124952830514&as_sdt=2005&sciodt=0,5&hl=en",357,2022-05-23 9:55:50,CITATION,,,,,,,,5,0.71,2,3,7,,,"https://scholar.google.com/scholar?q=related:MvLoge0yaC0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"D Hofman, C Shannon, B McManus, ...",Building trust & protecting privacy: analyzing evidentiary quality in a blockchain proof-of-concept for health research data consent management,2018,… and IEEE Smart Data …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8726586/,"https://scholar.google.com/scholar?cites=14479094444403001707&as_sdt=2005&sciodt=0,5&hl=en",238,2022-05-23 9:55:50,,,,,,,,,5,1.25,1,4,4,… The solution team broadly sought to evaluate the use of blockchain … data and understand how blockchain technology would help provide participants with control over their data. In some …,,"https://scholar.google.com/scholar?q=related:awn5A68T8MgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"D Pàmies-Estrems, N Kaaniche, M Laurent, ...","Data Privacy Management, Cryptocurrencies and Blockchain Technology",2018,,"Springer Berlin, Germany:",,"https://scholar.google.com/scholar?cites=16500108048576316407&as_sdt=2005&sciodt=0,5&hl=en",321,2022-05-23 9:55:50,CITATION,,,,,,,,5,1.25,1,4,4,,,"https://scholar.google.com/scholar?q=related:94P0Ttko_OQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"I Makhdoom, I Zhou, M Abolhasan, ...",PrivySharing: a blockchain-based framework for integrity and privacy-preserving data sharing in smart cities,2019,… 2019-Proceedings of …,opus.lib.uts.edu.au,https://opus.lib.uts.edu.au/handle/10453/137462,"https://scholar.google.com/scholar?cites=1370442020609447583&as_sdt=2005&sciodt=0,5&hl=en",103,2022-05-23 9:55:50,,,,,,,,,5,1.67,1,4,3,"… for integrity and privacy-preserving IoT data sharing in a smart … The data privacy is preserved by dividing the blockchain … of data such as health, smart car, smart energy or financial data…",,"https://scholar.google.com/scholar?q=related:n9axv8HJBBMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"H Jin, C Xu, Y Luo, P Li, Y Cao, ...","Toward secure, privacy-preserving, and interoperable medical data sharing via blockchain",2019,2019 IEEE 25th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8975753/,"https://scholar.google.com/scholar?cites=13266625665009698025&as_sdt=2005&sciodt=0,5&hl=en",123,2022-05-23 9:55:50,,,,,,,,,5,1.67,1,6,3,"… In addition, we devise a data privacy classification policy to differentiate multiple portions of a patient’s medical records to enforce privacy protection. • We use Ethereum blockchain to …",https://par.nsf.gov/servlets/purl/10171469,"https://scholar.google.com/scholar?q=related:6cT7ssCFHLgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"L Huang, HH Lee",A Medical Data Privacy Protection Scheme Based on Blockchain and Cloud Computing,2020,Wireless Communications and Mobile Computing,hindawi.com,https://www.hindawi.com/journals/wcmc/2020/8859961/,"https://scholar.google.com/scholar?cites=4543203013443475831&as_sdt=2005&sciodt=0,5&hl=en",19,2022-05-23 9:55:50,HTML,,,,,,,,5,2.5,3,2,2,"… data privacy protection scheme, bring in a cloud computing pattern, and designed blockchain-based distributed data … in blockchain to ensure the security of patient data information …",https://www.hindawi.com/journals/wcmc/2020/8859961/,"https://scholar.google.com/scholar?q=related:d1nI3hGzDD8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"Z Ma, L Wang, W Zhao",Blockchain-Driven Trusted Data Sharing With Privacy Protection in IoT Sensor Network,2020,IEEE Sensors Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9305706/,"https://scholar.google.com/scholar?cites=12053718898833854129&as_sdt=2005&sciodt=0,5&hl=en",109,2022-05-23 9:55:50,,,,,,,,,5,2.5,2,3,2,"… used in blockchain. In this paper, the secure sharing of IoV data scheme based on blockchain (called IoVChain) divides data into public data that can be shared in plain text and private …",,"https://scholar.google.com/scholar?q=related:sY5no3lpR6cJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"H Tian, X Ge, J Wang, C Li, H Pan",Research on distributed blockchain-based privacy-preserving and data security framework in IoT,2020,IET Communications,IET,,"https://scholar.google.com/scholar?cites=13108333643296557587&as_sdt=2005&sciodt=0,5&hl=en",133,2022-05-23 9:55:50,CITATION,10.1049/iet-com.2019.0485,,,,,,,5,2.5,1,5,2,,https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/iet-com.2019.0485,"https://scholar.google.com/scholar?q=related:E0r-Zf8n6rUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"MK Manoj, SSR Krishnan",Decentralizing Privacy Using Blockchain to Protect Private Data and Challanges With IPFS,2020,… With Bitcoin Mining and Blockchain …,igi-global.com,https://www.igi-global.com/chapter/decentralizing-privacy-using-blockchain-to-protect-private-data-and-challanges-with-ipfs/238369,"https://scholar.google.com/scholar?cites=5145815033892978567&as_sdt=2005&sciodt=0,5&hl=en",215,2022-05-23 9:55:50,,,,,,,,,5,2.5,3,2,2,… to a consensus regarding addition of data to the blockchain. Every blockchain operation requires a processing fee. This fee makes storing of large data on the blockchain infeasible. An …,,"https://scholar.google.com/scholar?q=related:hz8Od4KbaUcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"J Gong, Y Mei, F Xiang, H Hong, ...",A data privacy protection scheme for Internet of things based on blockchain,2021,Transactions on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.4010,"https://scholar.google.com/scholar?cites=11364120833744463945&as_sdt=2005&sciodt=0,5&hl=en",25,2022-05-23 9:55:50,,10.1002/ett.4010,,,,,,,5,5,1,5,1,"… of data privacy leakage currently facing the IoT, this article uses blockchain technology to … proposes a blockchain-based data privacy protection scheme for the IoT. This article uses …",,"https://scholar.google.com/scholar?q=related:SWj0R7B3tZ0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"C Piao, Y Hao, J Yan, X Jiang",Privacy preserving in blockchain-based government data sharing: A Service-On-Chain (SOC) approach,2021,Information Processing & Management,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457321001400,"https://scholar.google.com/scholar?cites=12581573860550796498&as_sdt=2005&sciodt=0,5&hl=en",80,2022-05-23 9:55:50,,,,,,,,,5,5,1,4,1,"… an effective and feasible blockchain approach for cross-departmental privacy-preserving data sharing, … In addition, we combine the idea of computation migration to perform data privacy …",,"https://scholar.google.com/scholar?q=related:0mR4IcS6mq4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"M Wang, Y Guo, C Zhang, C Wang, ...",MedShare: A Privacy-Preserving Medical Data Sharing System by Using Blockchain,2021,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9547814/,"https://scholar.google.com/scholar?cites=2153849416859508748&as_sdt=2005&sciodt=0,5&hl=en",99,2022-05-23 9:55:50,,,,,,,,,5,5,1,5,1,"… to search and access EHR in a privacy-preserving manner. In … smart contract technique of blockchain to establish a trusted … in search result on the blockchain. Besides, we propose an …",,"https://scholar.google.com/scholar?q=related:DOCXD6IC5B0J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"F Loukil, C Ghedira-Guegan, K Boukadi, AN Benharkat",Privacy-preserving IoT data aggregation based on blockchain and homomorphic encryption,2021,Sensors,mdpi.com,https://www.mdpi.com/1057850,"https://scholar.google.com/scholar?cites=12619707554311117184&as_sdt=2005&sciodt=0,5&hl=en",127,2022-05-23 9:55:50,,,,,,,,,5,5,1,4,1,"… the design of a privacy-preserving system. To this end, we propose PrivDA, a Privacy-preserving IoT Data Aggregation scheme based on the blockchain and homomorphic encryption …",https://www.mdpi.com/1424-8220/21/7/2452/htm,"https://scholar.google.com/scholar?q=related:gBkHmCg1Iq8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"K Alsulbi, M Khemakhem, A Basuhail, ...",Big Data Security and Privacy: A Taxonomy with Some HPC and Blockchain Perspectives,2021,… Journal of Computer …,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202123563863607.page,"https://scholar.google.com/scholar?cites=11729648804253242743&as_sdt=2005&sciodt=0,5&hl=en",141,2022-05-23 9:55:50,,,,,,,,,5,5,1,4,1,"… many challenges, such as privacy and security concerns. This paper discusses Big Data, its challenges, and different classifications of security and privacy challenges. Furthermore, it …",https://www.koreascience.or.kr/article/JAKO202123563863607.pdf,"https://scholar.google.com/scholar?q=related:d5WZ7XAVyKIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"H Li, D Han, M Tang",A Privacy-Preserving Storage Scheme for Logistics Data with Assistance of Blockchain,2021,IEEE Internet of Things Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9523518/,"https://scholar.google.com/scholar?cites=4505892990749121549&as_sdt=2005&sciodt=0,5&hl=en",142,2022-05-23 9:55:50,,,,,,,,,5,5,2,3,1,"… privacy leakage. In this study, we propose a blockchain-assisted secure storage scheme for logistics data. … complete and reliable data privacy protection design. However, these existing …",,"https://scholar.google.com/scholar?q=related:DRyGRc0liD4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
5,"G Zyskind, O Nathan",A.'. Pentland. 2015. Decentralizing Privacy: Using Blockchain to Protect Personal Data,,"Security and Privacy Workshops (SPW), IEEE",,,"https://scholar.google.com/scholar?cites=4732119609813674457&as_sdt=2005&sciodt=0,5&hl=en",351,2022-05-23 9:55:50,CITATION,,,,,,,,5,0,3,2,,,,"https://scholar.google.com/scholar?q=related:2amambbdq0EJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
