Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"H Grodzicka, M Kedziora, L Madeyski",Security and Scalability in Private Permissionless Blockchain: Problems and Solutions Leading to Creating Consent-as-a-Service (CaaS) Deployment,2021,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-88113-9_22,"https://scholar.google.com/scholar?cites=10553615333376323653&as_sdt=2005&sciodt=0,5&hl=en",33,2022-05-22 11:27:47,,10.1007/978-3-030-88113-9_22,,,,,,,1,1,0,3,1,"… occurring in private permissionless blockchain systems. The consent management system (… implemented in the selected blockchain-as-a-service (BaaS), and therefore led to consent-as-…",,"https://scholar.google.com/scholar?q=related:RfAC8jr5dZIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,"Z Xu, T Jiao, Z Wang, S Wen, S Chen…",AC2M: An Automated Consent Management Model for Blockchain Financial Services Platform,2021,… Conference on Smart …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9592376/,,34,2022-05-22 11:27:47,,,,,,,,,0,0,0,6,1,… an automated consent management model based on blockchain … a blockchain-based consent management model to solve these issues. The inherent characteristics of Blockchain …,,"https://scholar.google.com/scholar?q=related:GTbxN1SGBvwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
2,"P Banerjee, A Muthaiah, S Ruj",Blockchain Enabled Data Trading with User Consent,2021,2021 International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9352817/,"https://scholar.google.com/scholar?cites=3154330402760490032&as_sdt=2005&sciodt=0,5&hl=en",35,2022-05-22 11:27:47,,,,,,,,,2,2,1,3,1,"… The consent forms are still paper based or just digital copies of the paper version and … core concerns of consent, compensation and traceability of data. We use a blockchain platform to …",,"https://scholar.google.com/scholar?q=related:MPzA-MluxisJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,"D Ameyed, F Jaafar…",Blockchain Based Model for Consent Management and Data Transparency Assurance,2021,2021 IEEE 21st …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9741995/,,38,2022-05-22 11:27:47,,,,,,,,,0,0,0,3,1,"… In this context, we present a consent management system based on … blockchain model, performing a decentralized solution and a separation between the private data and consent data …",,
0,"PV Kakarlapudi, QH Mahmoud","A Systematic Review of Blockchain for Consent Management. Healthcare 2021, 9, 137",2021,,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/d8ed/74d32325e6291ed68e97ef77d9191022101b.pdf,,39,2022-05-22 11:27:47,PDF,,,,,,,,0,0,0,2,1,"… to limit their consent, as a result, with consent management, … We believe that consent management with Blockchain makes … A blockchain is a digital transaction archive that is duplicated …",https://pdfs.semanticscholar.org/d8ed/74d32325e6291ed68e97ef77d9191022101b.pdf,"https://scholar.google.com/scholar?q=related:BnNhLzFVTisJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,"BC Mak, BT Addeman, J Chen…",Leveraging Blockchain Technology for Informed Consent Process and Patient Engagement in a Clinical Trial Pilot,2021,Blockchain in …,blockchainhealthcaretoday.com,https://www.blockchainhealthcaretoday.com/index.php/journal/article/view/182,,40,2022-05-22 11:27:47,HTML,,,,,,,,0,0,0,4,1,… The objective of this study was to determine whether blockchain technology could enforce … -based blockchain system in an active clinical trial setting to assess the impact of blockchain …,https://www.blockchainhealthcaretoday.com/index.php/journal/article/view/182,"https://scholar.google.com/scholar?q=related:_6VQ5w_uvE8J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
1,T Rupasinghe,Blockchain-based Dynamic Consent for Secondary use of Electronic Medical Records,2021,,bridges.monash.edu,https://bridges.monash.edu/articles/thesis/Blockchain-based_Dynamic_Consent_for_Secondary_use_of_Electronic_Medical_Records/17129108,"https://scholar.google.com/scholar?cites=17789986602430000443&as_sdt=2005&sciodt=0,5&hl=en",42,2022-05-22 11:27:47,,,,,,,,,1,1,1,1,1,… -preserving dynamic consent management mechanism based on blockchain technology and … in the consent management process by dynamically managing consent preferences and …,https://scholar.archive.org/work/bxadfzyevrhj3pyqywgvhdcnbm/access/wayback/https://au-east.erc.monash.edu.au/fpfiles/31670780/FinalthesisbyTharukaRupasinghe.pdf?AWSAccessKeyId=e00145a6f706457aab45051570081e49&Expires=1638856314&Signature=gV5N2XINjwyh51pOe0Aw%2FGW2f2M%3D,"https://scholar.google.com/scholar?q=related:O23MPI-64vYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,B Flesch,Investigating the suitability of blockchain for managing patients consent in clinical trials,2021,,scss.tcd.ie,https://www.scss.tcd.ie/publications/theses/diss/2021/TCD-SCSS-DISSERTATION-2021-046.pdf,,44,2022-05-22 11:27:47,PDF,,,,,,,,0,0,0,1,1,… of blockchain to manage patients consent in clinical trials. … problem of patients consent management while maximising its … of a Blockchain as a Service (BaaS) for consent management …,https://www.scss.tcd.ie/publications/theses/diss/2021/TCD-SCSS-DISSERTATION-2021-046.pdf,"https://scholar.google.com/scholar?q=related:-wHPd72JGBcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,"H Kim, S Lee, H Kwon, E Kim",Design and Implementation of a Personal Health Record Platform Based on Patient-consent Blockchain Technology,2021,KSII Transactions on Internet and …,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202104554893568.page,,47,2022-05-22 11:27:47,,,,,,,,,0,0,0,4,1,"… the personal consent system using blockchain has emerged. The adoption of blockchain technology … of a patient-centered PHR platform that employs blockchain technology [4,14]. The …",https://www.koreascience.or.kr/article/JAKO202104554893568.pdf,
0,PV Kakarlapudi,Design and development of a blockchain-based consent management system,2021,,ir.library.dc-uoit.ca,http://ir.library.dc-uoit.ca/handle/10155/1349,,50,2022-05-22 11:27:47,,,,,,,,,0,0,0,1,1,… the latest blockchain technology for enhancing data privacy and consent management … The primary goal of this thesis is to design and develop a blockchain-based consent …,https://ir.library.dc-uoit.ca/xmlui/bitstream/handle/10155/1349/Kakarlapudi_Prasanth_Varma.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:XoS4amCMvzYJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,"HUY TRAN, T JEGATHEESWARAN",Blockchain-based Smart Contracts for Consent Management in eHealth,2021,,uia.brage.unit.no,https://uia.brage.unit.no/uia-xmlui/handle/11250/2823868,,53,2022-05-22 11:27:47,,,,,,,,,0,0,0,2,1,"… This thesis focuses on how Blockchain can be used to facilitate consent management, … This thesis creates a consent management solution for healthcare data using Blockchain-based …",https://uia.brage.unit.no/uia-xmlui/bitstream/handle/11250/2823868/Jegatheeswaran%20Thanukan%20%28831%29_78839561_2.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:jZiP7eyu9-YJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
1,"I Mukhopadhyay, A Ghosh",Blockchain-Based Framework for Managing Customer Consent in Open Banking,2021,"The"" Essence"" of Network Security: An End-to …",Springer,https://link.springer.com/chapter/10.1007/978-981-15-9317-8_3,"https://scholar.google.com/scholar?cites=5782434679926751393&as_sdt=2005&sciodt=0,5&hl=en",54,2022-05-22 11:27:47,,10.1007/978-981-15-9317-8_3,,,,,,,1,1,1,2,1,"… Blockchain-based solutions for consent management, let’s understand about Blockchain … and implementation of a permissioned Blockchain third-party consent management system, a …",,"https://scholar.google.com/scholar?q=related:oQDvabRVP1AJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,B Jacobs,Integrating Consent Management Techniques into Blockchain-Based Medical Data Sharing,2021,,repository.tudelft.nl,https://repository.tudelft.nl/islandora/object/uuid:b40c42e6-4369-46cf-a49a-4d50123ff505,,56,2022-05-22 11:27:47,,,,,,,,,0,0,0,1,1,"… for an adequate consent management system for blockchain-… Finally, we provide a highly dynamic consent management … Hyperledger Fabric permissioned blockchain. The proposed …",,
0,SR Chandramoorthy,BeACon: Blockchain-Enabled Consent Management for Healthcare Applications,2021,,search.proquest.com,https://search.proquest.com/openview/f7a982e74e70b196f58230cbd1290fbb/1?pq-origsite=gscholar&cbl=18750&diss=y,,59,2022-05-22 11:27:47,,,,,,,,,0,0,0,1,1,… Blockchain-enabled Application for Consent Management in Healthcare” that offers patients with privacy and stewardship through patient consent … using a blockchain and Interplanetary …,,
2,J Camilo,Blockchain-based consent manager for GDPR compliance. Open Identity Summit. 2019,2021,,,,"https://scholar.google.com/scholar?cites=3458251228364511188&as_sdt=2005&sciodt=0,5&hl=en",66,2022-05-22 11:27:47,CITATION,,,,,,,,2,2,2,1,1,,,"https://scholar.google.com/scholar?q=related:1Je5aist_i8J:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,"M Alhajri, A Salehi Shahraki, C Rudolph",Privacy of Fitness Applications and Consent Management in Blockchain,2022,… Computer Science Week …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3511616.3513100,,26,2022-05-22 11:27:47,,10.1145/3511616.3513100,,,,,,,0,0,0,3,1,"… these consent-management privacy concerns. We propose a blockchainbased consent … and legally compliant system that manages user consent dynamically around the sharing, collect…",https://dl.acm.org/doi/pdf/10.1145/3511616.3513100,
0,"M Alhajri, C Rudolph, AS Shahraki",A Blockchain-Based Consent Mechanism for Access to Fitness Data in the Healthcare Context,2022,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9721062/,,29,2022-05-22 11:27:47,,,,,,,,,0,0,0,3,1,"… study proposes a blockchain dynamic consent mechanism that uses a smart contract to preserve privacy in accessing fitness data, especially with regard to the management of consent. …",https://ieeexplore.ieee.org/iel7/6287639/9668973/09721062.pdf,
0,"C Hu, C Li, G Zhang, Z Lei, M Shah, Y Zhang, C Xing…",CrowdMed-II: a blockchain-based framework for efficient consent management in health data sharing,2022,World Wide Web,Springer,https://link.springer.com/article/10.1007/s11280-021-00923-1,,30,2022-05-22 11:27:47,HTML,10.1007/s11280-021-00923-1,,,,,,,0,0,0,8,1,"… Next, we describe the use of blockchain in health data sharing and some blockchain-based systems that others have proposed. Last, we introduce blockchain technologies and smart …",https://link.springer.com/article/10.1007/s11280-021-00923-1,"https://scholar.google.com/scholar?q=related:3qPDJg4TSxUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,"KY Huh, SJ Moon, S Jeong, MJ Kim…",Evaluation of a blockchain‐based dynamic consent platform (METORY) in a decentralized and multicenter clinical trial using virtual drugs,2022,Clinical and …,Wiley Online Library,https://ascpt.onlinelibrary.wiley.com/doi/abs/10.1111/cts.13246,,31,2022-05-22 11:27:47,,10.1111/cts.13246,,,,,,,0,0,0,5,1,"… Overall study completion rates, proportion of consent, and … the overall proportion of consent to each protocol amendment … evaluated a blockchain- b ased dynamic consent platform in …",https://ascpt.onlinelibrary.wiley.com/doi/pdf/10.1111/cts.13246,
0,S Mitra,OConsent--Open Consent Protocol for Privacy and Consent Management with Blockchain,2022,arXiv preprint arXiv:2201.01326,arxiv.org,https://arxiv.org/abs/2201.01326,,43,2022-05-22 11:27:47,,,,,,,,,0,0,0,1,1,"… consent with blockchain. Consentio uses Hyperledger, which is a permissioned blockchain. … However, having a permissioned blockchain inhibits the wider adoption of the platform, and …",https://arxiv.org/pdf/2201.01326,"https://scholar.google.com/scholar?q=related:FimsdccESzEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:consent&hl=en&as_sdt=0,5"
0,G Massarotto,USING BLOCKCHAIN-BASED SMART CONTRACTS TO ENFORCE THE ANTITRUST CONSENT,2022,Available at SSRN,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4016740,,46,2022-05-22 11:27:47,,,,,,,,,0,0,0,1,1,"… This paper demonstrates how antitrust consent solution and blockchain can … consent reduces the asymmetry of information between market players and regulators, just like a blockchain …",,
0,Z Zheng,Blockchain Technology and Research on Informed Consent Rules in Art Auctions,2022,The Legal System of Art Auction in China,Springer,https://link.springer.com/chapter/10.1007/978-981-19-0128-7_6,,51,2022-05-22 11:27:47,,10.1007/978-981-19-0128-7_6,,,,,,,0,0,0,1,1,"… of informed consent is separated … consent rules, cope with the impact of block chain technology on the art auction market, and build a new interpretation framework of informed consent …",,
0,"L Zhang, H Kan, H Huang",Patient-centered cross-enterprise document sharing and dynamic consent framework using consortium blockchain and ciphertext-policy attribute-based encryption,2022,Proceedings of the 19th ACM International …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3528416.3530228,,52,2022-05-22 11:27:47,,10.1145/3528416.3530228,,,,,,,0,0,0,3,1,"… Because of its transparency, blockchain is a powerful system for managing storage and … consortium blockchain and CP-ABE, we propose a patient-centered XDS and a dynamic consent …",,
